id,traininghistory_text,traininghistory_training_description,traininghistory_training_enddate_anydate,traininghistory_training_enddate_stringdate,traininghistory_training_enddate_year,traininghistory_training_enddate_yearmonth,traininghistory_training_entity,traininghistory_training_qualifications_qualification,traininghistory_training_startdate_anydate,traininghistory_training_startdate_year,traininghistory_training_startdate_yearmonth,traininghistory_training_type
cv47781.xml,inglês intermediário i e ii  wise up - brasília-df  2018.  inglês básico i  ii e iii  wise up - brasília-df  2017.  inglês i e ii  wizard  - goiânia-go  2014/2015.  desenvolvimento de apps para ios 6 - são paulo-sp  2013.  introdução ao desenvolvimento para ios - são paulo-sp  2013.  iniciando com desenvolvimento híbrido de aplicações mobile com html5 - goiânia-go  2013 -   carga horária de 2 horas.  joomla! day ribeirão preto - ribeirão preto-sp  2012 - carga horária de 10 horas.  campus party brasil 2012 - são paulo-sp  2012.  the developer's conference - trilha empreendedorismo - goiânia-go  2011 - carga horária de 8 horas.  italiano i  centro de línguas ufg - goiânia-go  2011 - carga horária de 60 horas.  inglês i e ii  centro de línguas ufg - goiânia-go  2011 - carga horária de 120 horas.  vii congresso de pesquisa  ensino e extensão - conpeex - goiânia-go  2010 - carga horária de 30 horas.  11º fórum internacional software livre - porto alegre-rs  2010 - carga horária de 48 horas.  campus party brasil 2010 - são paulo-sp  2010 - carga horária de 40 horas.  vi congresso de pesquisa  ensino e extensão - conpeex - goiânia-go  2009 - carga horária de 30 horas.  congresso nacional de comunicação - vargem grande paulista-sp  2008 - carga horária de 24 horas.  congresso nacional de economia de comunhão - vargem grande paulista-sp  2007 - carga horária de 30 horas. ,congresso nacional de economia de comunhão - vargem grande paulista-sp  2007 - carga horária de 30 horas,,,2007,,congresso nacional de economia de comunhão,,,2010,,unknown
cv44402.xml,montagem e manutenção de micro,montagem e manutenção de micro,,,,,,,,,,unknown
cv41718.xml,java básico e jsf2 80 horas softblue curso online php oo e mysql 60 horas ebsnet informática desenvolvimento  mobile  apps  para 32 horas engº dtp multimídia ios swift,ios swift,,,,,ebsnet informática,,,,,unknown
cv44279.xml,área: desenvolvimento java descrição: persistência de objetos com jpa2 e hibernate instituição: alura - grupo caelum carga horária: 30 horas data conclusão: 04/2018  área: desenvolvimento java web descrição: desenvolvimento de sistemas web com java e jstl instituição: alura - grupo caelum carga horária: 100  horas   data conclusão: 03/2018  área: metodologia  ágil de desenvolvimento de sistemas descrição: certificação scrum master   - csm instituição: knowledge21 - the agile transformation company - scrum alliance carga horária: 40 horas data conclusão: 04/2016  área: analise de sistema descrição: analise de sistemas utilizando rup e uml instituição: escola de formacao de trabalhadores em informatica - efti carga horária: 40 horas data conclusão: 03/2008  área: banco de dados descrição: modelagem de dados em banco relacional instituição: politec s/a carga horária: 60 horas data conclusão: 04/2005   habilidades e conhecimentos  área: desenvolvimento de sistemas em linguagem cobol período de atividade: 01/1997 à 01/2001  12/2004 à 11/2010 e 07/2013 à 03/2018 auto-avaliação: avançado detalhamento da auto-avaliação: análise  desenvolvimento e sustentação de sistemas corporativos implementados em linguagem cobol batch  sp cobol  sp nativa  visual age  acessando banco de dados relacional db2.  área: desenvolvimento de sistemas orientado a objeto período de atividade: 11/2010 à 06/2013 auto-avaliação: avançado detalhamento da auto-avaliação: administração de dados  análise e desenvolvimento de sistemas corporativos em linguagem php oo  utilizando componentes jquery  javascript e acesso a banco de dados postgres. ,período de atividade: 11/2010 à 06/2013 auto-avaliação: avançado detalhamento da auto-avaliação: administração de dados  análise e desenvolvimento de sistemas corporativos em linguagem php oo  utilizando componentes jquery  javascript e acesso a banco de dados postgres,,current,,2013-06,período de atividade,,,,2010-11,unknown
cv51109.xml,• formação de auditores internos iso 9001:2015 - bsi brasil - brasília - df • hr analytics - pricewaterhousecoopers - brasília - df • gestor lms (learning management system) - webaula  - brasília - df • formação de auditores internos iso 9001:2008 e iso 27001:2005 - poliedro informática - brasília - df • comportamento organizacional - efti - brasília - df • segurança da informação - poliedro informática - brasília - df • negociando com negociadores - estratégias  técnicas e táticas de negociações trabalhistas/sindicais - garcez recursos humanos - são paulo - sp • prevenção de acidentes do trabalho - samdel- brasília - df • empretec - desenvolvendo o potencial empreendedor - sebrae/onu - brasília - df • inglês avançado - casa thomas jefferson - brasília - df • espanhol intermediário - ecela school - buenos aires - argentina área de informática domínio em microsoft word  excel  powerpoint  outlook  internet.,domínio em microsoft word  excel  powerpoint  outlook  internet,,,,,ecela school,,,,,unknown
cv54314.xml,curso: analise e desenvolvimento de sistema,curso: analise e desenvolvimento de sistema,,,,,,,,,,unknown
cv44924.xml,espanhol - avançado - completo cil - centro interescolar de línguas,cil - centro interescolar de línguas,,,,,cil - centro interescolar de línguas,,,,,unknown
cv43325.xml,•  levantamento  análise e validação de requisitos duração: 16h ctis tecnologia conclusão: 10/2018  •  gerenciamento de escopo duração: 8h vox tecnologia conclusão: 03/2017  •  treinamento de liderança duração: 4h cast informática conclusão: 07/2013  •  analise de negócio duração: 20h instituição: mirante técnologia conclusão: 11/2011 •  fundamentos em gestão de ti duração: 5h instituição: fundação getúlio vargas conclusão: 03/2011 •  gerenciamento do escopo de projetos duração: 5h instituição: fundação getúlio vargas conclusão: 03/2011 •  fundamentos da gestão de custos duração: 5h instituição: fundação getúlio vargas conclusão: 03/2011 •  gestão de processos bpm duração: 7h instituição: fundação bradesco conclusão: 03/2010 •  modelagem de negócios duração: 6 módulos instituição: intel next generation center conclusão: 04/2011 •  qualidade em serviços duração: 15h instituição: fundação getúlio vargas conclusão: 03/2010  •  processo de desenvolvimento de software duração: 13h instituição: fundação bradesco conclusão: 03/2010 •  analise estruturada de sistemas duração: 28h instituição: fundação bradesco conclusão: 03/2010  •  engenharia de requisitos duração: 27h instituição: fundação bradesco conclusão: 03/2010 •  métricas de software apf duração: 24h instituição: sebrae conclusão: 03/2010 •  uml - linguagem unificada de modelagem duração: 45h instituição: fundação bradesco conclusão: 03/2010  •  system design overwiew duração: 30h instituição: fundação bradesco conclusão: 03/2010  •  modelagem de dados duração: 24h instituição: fundação bradesco conclusão: 03/2010 •  sql duração: 20h instituição: softblue conclusão: 04/2010 aptidão em ferramentas   netproject (gerenciamento de projetos)  ms-office  ms-project  ms-visio (microsoft office)  xmind (mapa mental e organogramas)  enterprise architect - ea (modelagem e gerenciamento de software) astah (diagramação uml) bizagi (diagramação bpmn) axure  balsamic  pencil (criação de protótipos)  robo help (elaboração de ajudas para sistema)  mantis  jira (correção  atribuição  resolução de incidentes)  svn-git  svn (versionamento de arquivos)  redmine (gestão de projetos)  prezi  canva (infográficos)  adobe illustrator cc  coreldraw  adobe photoshop (edição de imagens)   life knowledge coach - evocoaching conclusão: 04/2018 ,life knowledge coach - evocoaching conclusão: 04/2018,,,,2018-04,softblue,,,,,unknown
cv52634.xml,•  curso de oratória - sebrae/ df •  curso de contabilidade para não contadores - sebrae/ df •  coaching executivo de liderança empresarial - sebrae/ df •  participação no do vii cbpot- congresso brasileiro de psicologia organizacional e do trabalho valparaíso - go  agosto de 2018.,valparaíso - go  agosto de 2018,,,,2018-08,,,,,,unknown
cv49203.xml,esab - 2017,esab - 2017,,,2017,,,,,,,unknown
cv52935.xml,ano: 2016. carga horária: 4h trajetória profissional:,trajetória profissional,,,2016,,carga horária,,,,,unknown
cv43447.xml,curso de extensão em gestão de ti - fundação getúlio vargas - conclusão em 2004. certificações na área de ti: pmp - project management professional csm - scrum master certified itil certified possui vários outros certificados de cursos na área de projetos  sistemas e infraestrutura.,possui vários outros certificados de cursos na área de projetos  sistemas e infraestrutura,,,2004,,fundação getúlio vargas,itil certified,,,,unknown
cv43422.xml,*   docker: compreendendo e utilizando *   ejb 3 com jboss *   introdução à estrutura de dados com a linguagem c *   j2ee *   postgresql *   programação java *   segurança no desenvolvimento de software competências pessoais outras línguas compreender falar escrever compreensão oral leitura interacção oral produção oral inglês b1 b1 b1 b1 b1 indique o título do certificado/diploma de línguas. caso saiba  especifique o nível. curriculum vitae leandro fabrício sarmento de oliveira batista espanhol a1 a1 a1 a1 a1 indique o título do certificado/diploma de línguas. caso saiba  especifique o nível. níveis: a1/a2: utilizador básico - b1/b2 utilizador independente - c1/c2: utilizador avançado quadro europeu comum de referência para as línguas competências de boa capacidade de comunicação adquiridas através da experiência profissional comunicação,comunicação,,,,,,,,,,unknown
cv44517.xml,•   cursando/sistemas de informação 3º semestre,cursando/sistemas de informação 3º semestre,,,,,,,,,,unknown
cv48808.xml,técnico em hardware (prog-info  2007). rede básica - mód. ii (escola técnica de brasília  2010). linux essentials (4linux free software solutions  2011). linux system administration (4linux free software solutions  2011). linux network servers (4linux free software solutions  2011). preparatório ccna i e ii (senai taguatinga/df  2016) ,preparatório ccna i e ii (senai taguatinga/df  2016),,,2016,,senai taguatinga,ccna,,,,unknown
cv53094.xml,* gestão de processos - 280h - em andamento * scrum - 40h - concluído * itil 16h - concluído * cobit 16 - concluído * segurança da informação - 40h - concluído habilidades e competências: vasta experiência em levantamento de requisitos  modelagem de processos  testes de software. liderei equipes de testes de sistemas  migração de dados e suporte a sistemas (qualidade de serviços) atuei utilizando as melhores práticas do pmbok  scrum  cmmi. considero como: altamente adaptável  analítico  proativo  esforçado  flexível e comunicativo,considero como: altamente adaptável  analítico  proativo  esforçado  flexível e comunicativo,,,2016,,,,,,,unknown
cv54430.xml,agosto/2016 a dezembro/2016: pesquisa em psicologia organizacional na área de ageismo sob supervisão da professora elaine,agosto/2016 a dezembro/2016: pesquisa em psicologia organizacional na área de ageismo sob supervisão da professora elaine,,,,2016-12,,,,,2016-08,unknown
cv44171.xml,xv simpósio de engenharia de produção unesp bauru  2008. java - j2ee fatec jundiaí  2007. fórum permanente de empreendedorismo unicamp  2006. ,unicamp  2006,,,2006,,unicamp,,,,,unknown
cv43893.xml,ionic & cordova com angular 2(concluído em 07/2017) - helpper informática.   html5 & css3 - celula.cc - concluída em 09/2013   ios sdk objective c (concluído em 10/2013) - swift (concluído em 10/2015)  webapps - ionic & cordova (concluído em 09/2015) iai? instituto de artes interativas   analista desenvolvedor .net nelson henrique a. proença  38 anos  casado  sem filhos  não fumante jabaquara - são paulo  sp nelsonhaproenca@gmail.com / 11 94938-9500 ,nelsonhaproenca@gmail.com / 11 94938-9500,,,2011,2015-09,iai? instituto de artes interativas,,,,2013-10,unknown
cv47719.xml,•  curso caelum: •  trilha  android: •  aplicações  e armazenamento  de dados (12 horas) •  interface  aparência  e recursos  do device (08 horas) •  integração  com o servidor  e mapas (20 horas) •  trilha  java: •  design patterns para bons programadores  (20 horas) •  eclipse: produtividade  extrema  (12 horas) •  java 8 (12 horas) •  trilha  java avançado: •  aprimorando  a orientação  a objetos com java (20 horas) •  design  patterns  para bons programadores 02 (16 horas) •  relatórios  em java com jasperreports  e ireport(20  horas) •  xstream: trabalhando  com xml(12 horas) •  enterprise  java beans (32 horas) •  web services  rest  com jax-rs e jersey (12 horas) •  ant: builds  de software  automatizados (12 horas) •  maven: gerenciando  dependências (12 horas)  finalizado  em: dezembro de 2014. duração: 220 horas.  •  bpm (40 horas) soa (40 horas) consultoria bpm e soa (26 horas) finalizado  em: novembro de 2009. duração: 106 horas. ,finalizado  em: novembro de 2009. duração: 106 horas,,,2002,2009-11,consultoria bpm e soa,,,,,unknown
cv48105.xml,"""curso preparatório para certificação scrum psm i"" - igovnight ""granularidade de requisitos e métodos ágeis"" - udemy ""testes automáticos"" - udemy ""curso completo de teste de software"" - udemy ""testes funcionais com selenium webdriver"" - udemy ""fundamentos em teste de software"" - ti.exames ""treinamento microsoft project"" - hepta-novintec ""sql e pl/sql  "" - funasa/ctis","""sql e pl/sql  "" - funasa/ctis",,,,,,,,,,unknown
cv48400.xml,segurança eletrônica pelo exército  senai. (dezembro de 2017) - concluído desenvolvendo na prática com spring e testes  caelum. (novembro de 2017) - concluído java para desenvolvimento web  caelum. (outubro de 2017) - concluído java e orientação a objetos  caelum. (setembro de 2017) - concluído java basico  visio treinamentos. (abril de 2016) - concluído java web  visio treinamentos. (julho de 2016) - concluído auxiliar administrativo pelo exército  senac. (setembro de 2013) - concluído ,(setembro de 2013) - concluído,,,,2013-09,senac,,,,,unknown
cv56254.xml,ferramentas •   secretariado executivo •  caliber •   rup - rational unified process •  axure •   uml - unified modeling language • ms  project •   scrum - scrum master •  subversion - svn •   cpre-fl - roberto sabino •  enterprise architect - ea •   gestão de processos - bpm •  team foundation server - tfs •   levantamento e análise de requisitos - •  bizagi modeler dissemine •  microsoft visio,dissemine •  microsoft visio,,,,,foundation server - tfs,,,,,unknown
cv44082.xml,.  preparatório para certificação pmp - 2016 - tiexames .  academia de líderes - 2015 - cast .  treinamento certified scrummaster - 2013 - adaptworks .  cmmi-dev - 2010 - isd .  gerenciamento de processos - bpm - 2010 - efti .  enterprise architect - 2008 - oat solutions .  estimativa de ponto de casos de uso - 2008 - psn .  itil foundations - 2008 - efti .  implementação do escritório de projetos - pmo - 2008 - efti .  análise de sistemas utilizando rup e uml- 2008 - efti .  introdução ao cmmi - 2008 - webaula/poliedro .  gerência de projetos (pmbok) - 2007 - efti .  cobit foundations - 2007 - efti .  análise de ponto de função - apf - 2006 - efti ,análise de ponto de função - apf - 2006 - efti,,,2006,,implementação do escritório de projetos - pmo,certified scrummaster,,,,unknown
cv45128.xml,janeiro 2013,janeiro 2013,,,,2013-01,,,,,,unknown
cv52038.xml,outubro de 2017 - atual,outubro de 2017 - atual,,current,,,,,,,2017-10,unknown
cv51703.xml,/ especializações linux - 40 horas. microsoft windows server 2008 - 280 horas. windows server 2012 - 80 horas. querying microsoft sql server 2012 - 40 horas. infinity english - dublin - 375 horas. (inglês fluente),infinity english - dublin - 375 horas. (inglês fluente),,,,,,,,,,unknown
