id,schoolorinstitution_degree_comments,schoolorinstitution_degree_datesofattendance_enddate_anydate,schoolorinstitution_degree_datesofattendance_enddate_stringdate,schoolorinstitution_degree_datesofattendance_enddate_year,schoolorinstitution_degree_datesofattendance_enddate_yearmonth,schoolorinstitution_degree_datesofattendance_startdate_anydate,schoolorinstitution_degree_datesofattendance_startdate_year,schoolorinstitution_degree_datesofattendance_startdate_yearmonth,schoolorinstitution_degree_degreedate_anydate,schoolorinstitution_degree_degreedate_year,schoolorinstitution_degree_degreedate_yearmonth,schoolorinstitution_degree_degreemajor_name,schoolorinstitution_degree_degreemeasure_educationalmeasure_measuresystem,schoolorinstitution_degree_degreemeasure_educationalmeasure_measurevalue_stringvalue,schoolorinstitution_degree_degreeminor_name,schoolorinstitution_degree_degreename,schoolorinstitution_degree_userarea_degreeuserarea_graduated,schoolorinstitution_degree_userarea_degreeuserarea_id,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreename,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreetype,schoolorinstitution_postaladdress_countrycode,schoolorinstitution_postaladdress_municipality,schoolorinstitution_postaladdress_region,schoolorinstitution_school_schoolname
cv45088.xml,academia microsoft dynamics ax 2012/2009 - gerenciamento de projeto e contabilidade,,,,,,,,,,,gerenciamento de projeto e contabilidade,,,,,,deg-7,,,,,,academia microsoft dynamics ax
cv45088.xml,academia microsoft dynamics ax 2012/2009  gerenciamento de servicos academia microsoft dynamics ax 2012/2009  trade & logistica   academias sap sap pp  qa  pm  ps  localizacao brasil.   certificados,,,,,,,,,,,trade & logistica,,,,,,deg-8,,,,,,academia microsoft dynamics ax
cv45595.xml,mba sistemas de informacao   instituicao: imes   periodo: concluido 2009   ciencia da computacao   instituicao: fei   periodo: concluido em 2006,,,2009,,notknown,,,,2009,,sistemas de informacao,,,,mba,true,deg-1,mba,mba,,,,imes
cv44542.xml,2.2. graduacao curso: tecnologia em analise e desenvolvimento de sistemas. instituicao: uniprojecao (faculdade projecao - unidade ceilandia) data de conclusao: 01/2019.  3 - experiencias profissionais anteriores e/ou estagios 3.1. autonomo desenvolvimento de websites. 3.2. autonomo desenvolvedor java. 3.3. autonomo desenvolvedor php.,,,,2019-01,notknown,,,,,,curso,,,,graduacao,false,deg-2,bachelors,bachelors,,,,uniprojecao (faculdade projecao - unidade ceilandia)
cv44542.xml,2.1. ensino medio completo colegio jk. data da conclusao: 02/2000.,,,,2000-02,notknown,,,,,2000-02,,,,,ensino medio completo,true,deg-1,ensino medio completo,high school or equivalent,,,,colegio jk
cv44622.xml,curso: psicologia (crp: 01/20394) instituicao: universidade de brasilia - unb  pos-graduacao    especializacao em teorias psicanaliticas (em curso) - coordenadora: dra. marcia portela.,,current,,,notknown,,,,,,psicologia,,,,pos-graduacao,false,deg-1,masters,masters,,,,universidade de brasilia - unb
cv44622.xml,(faculdade inspirar).,,,,,,,,,,,,,,,,,deg-2,,,,,,faculdade inspirar
cv38771.xml,2015-2017 superior  taguatinga  centro universitario de brasilia (uniceub).,,,2017,,,2015,,,2017,,,,,,,,deg-1,,,,,,superior  taguatinga  centro universitario de brasilia (uniceub)
cv38771.xml,2011-2013 medio  taguatinga  centro de ensino medio de taguatinga norte.,,,2013,,,2011,,,2013,,,,,,ensino medio,,deg-2,ensino medio,high school or equivalent,br,taguatinga,,
cv38771.xml,2009-2010 complementar  taguatinga  centro interescolar de linguas de taguatinga.,,,2010,,,2009,,,2010,,,,,,,,deg-3,,,br,taguatinga,,centro interescolar de linguas de taguatinga
cv39527.xml,universidade catolica de brasilia bachelor's degree  computer science  2008 - 2012,,,2012,,,2008,,,2012,,computer science,,,,bachelor's degree,,deg-1,bachelors,bachelors,,,,universidade catolica de brasilia
cv45153.xml, mba em gestao de pessoas - fgv/ 2014,,,2014,,notknown,,,,2014,,gestao de pessoas,,,,mba,,deg-1,mba,mba,,,,fgv
cv45153.xml, graduada em gestao de recursos humanos - unip / 2007,,,2007,,notknown,,,,2007,,gestao de recursos humanos,,,,,,deg-2,,,,,,unip
cv45106.xml,  curso superior de redes de computadores  2005  uneb - uniao educacional de brasilia  brasilia-df  brasil    itil foundation certificate  pela pink elephant brasil  brasilia-df  brasil ,,,2005,,notknown,,,,2005,,,,,,itil foundation certificate,,deg-1,certification,certification,br,brasilia,df,uneb - uniao educacional de brasilia
cv43942.xml,processamento de dados com enfase em oracle / sap - faculdade de informatica e administracao paulistana - fiap - 2000,,,2000,,notknown,,,,2000,,,,,,,,deg-1,,,,,,faculdade de informatica e administracao paulistana - fiap
cv39466.xml,faculdade fortium bacharel  sistemas de informacao  2007 - 2013,,,2013,,,2007,,,2013,,sistemas de informacao,,,,bacharel,,deg-1,bachelors,bachelors,,,,faculdade fortium
cv43986.xml,graduacao - julho/1990 economista formado pela aeudf.,,,,1990-07,notknown,,,,,1990-07,,,,,graduacao,,deg-1,bachelors,bachelors,,,,
cv41453.xml,  gestao em recursos humano- rh unisa universidade de santo amaro (concluido-junho-2016),,,,2016-06,notknown,,,,,2016-06,gestao,,,,,,deg-1,,,,,,unisa universidade de santo amaro
cv44286.xml,   unip - universidade paulista - brasilia/df - analise e desenvolvimento de sistemas - conclusao: 12/2013 ;,,,,2013-12,notknown,,,,,2013-12,,,,,,,deg-1,,,br,brasilia,df,unip - universidade paulista
cv44286.xml,   fmu - faculdades metropolitanas unidas - pos-graduacao - gestao de projetos e portfolios - em andamento ;,,,,,,,,,,,gestao de projetos e portfolios,,,,pos-graduacao,,deg-2,masters,masters,,,,fmu - faculdades metropolitanas unidas
cv43718.xml,1. pos-graduacao (latu-sensu) em marketing estrategico - conclusao: 11/2014,,,,2014-11,notknown,,,,,2014-11,latu-sensu,,,marketing,pos-graduacao,,deg-1,masters,masters,,,,
cv43718.xml,2. pos-graduacao (latu-sensu) em governanca de ti - conclusao: 06/2011,,,,2011-06,notknown,,,,,2011-06,latu-sensu,,,,pos-graduacao,,deg-2,masters,masters,,,,
cv43718.xml,3. graduacao em sistemas de informacao - conclusao: 06/2007  1,,,,2007-06,notknown,,,,,2007-06,sistemas de informacao,,,,graduacao em sistemas de informacao,,deg-3,bachelors,bachelors,,,,
cv43065.xml,faculdade concluida: gestao da tecnologia da informacao na faculdade anchieta - anhanguera.,,,,,,,,,,,gestao da tecnologia da informacao,,,,,true,deg-1,,,,,,faculdade anchieta
cv43065.xml,curso concluido: rede  hardware  windows  microsoft office  criacao e desenvolvimento de web sites na escola saliens.,,,,,,,,,,,,,,,,true,deg-2,,high school or equivalent,,,,escola saliens
cv44002.xml,project 2016 com enfase em scrum brasilia  df,,,2016,,notknown,,,,2016,,,,,,df,,deg-2,doctorate,doctorate,,,,
cv44002.xml, plano pro2 - marco a junho de 2010   curso de scampi - standard cmmi assessment method for process improvement brasilia  df,,,,2010-06,,,2010-03,,,2010-06,,,,,df,,deg-3,doctorate,doctorate,,,,
cv44002.xml, isd brasil - agosto de 2009   curso de introducao cmmi versao 1.2 brasilia  df,,,,2009-08,notknown,,,,,2009-08,,,,,df,,deg-4,doctorate,doctorate,,,,
cv44002.xml, trimentus (india) - dezembro de 2008   curso de gerenciamento quantitativo de projetos brasilia  df,,,,2008-12,notknown,,,,,2008-12,,,,,df,,deg-5,doctorate,doctorate,,,,
cv44002.xml, trimentus (india) - outubro de 2008   treinamento de gerenciamento integrado de projetos e gerenciamento de riscos brasilia  df,,,,2008-10,notknown,,,,,2008-10,,,,,df,,deg-6,doctorate,doctorate,,,,
cv44002.xml, linknet - ministrado por professores da puc/rs - maio de 2007   treinamento de gerencia de projetos brasilia  df,,,,2007-05,notknown,,,,,2007-05,gerencia de projetos,,,,,,deg-7,,,br,brasilia,df,ministrado por professores da puc
cv44002.xml, linknet - ministrado por professores da puc/rs - maio de 2007   treinamento de gestao de configuracao brasilia  df,,,,2007-05,notknown,,,,,2007-05,gestao de configuracao,,,,,,deg-8,,,br,brasilia,df,ministrado por professores da puc
cv44002.xml, linknet  ministrado por professores da puc/rs  abril de 2007         treinamento de gestao de processos                                                   brasilia  df        linknet  ministrado por professores da puc/rs  marco de 2007         curso de cmmi v 1.2 intermediario                                                   sao paulo  sp        isd brasil  fevereiro de 2007         treinamento de gerenciamento e desenvolvimento de requisitos                         brasilia  df,,,,2007-04,notknown,,,,,2007-04,gestao de processos,,,,df,,deg-9,doctorate,doctorate,br,brasilia,df,ministrado por professores da puc
cv44002.xml, linknet - ministrado por professores da puc/rs - janeiro de 2007   e-mail ana.daniela@globo.com  telefone  celular +55 (61) 98136-9988 endereco: sqn 311 bloco a apto 104 brasilia-df curso de itil fundamentos brasilia  df,,,,2007-01,notknown,,,,,2007-01,,,,,df,,deg-10,doctorate,doctorate,br,brasilia,df,ministrado por professores da puc
cv44002.xml, efti  dezembro de 2006         treinamento scampi - standard cmmi assessment method for process improvement               brasilia  df        isd brasil  agosto de 2006         curso de introducao ao cmmi  curso oficial do sei  software engineering institute      sao paulo  sp,,,,2006-12,notknown,,,,,2006-12,,,,,df,,deg-11,doctorate,doctorate,br,sao paulo,sp,software engineering institute
cv44002.xml, efti - junho de 2006   curso de introducao ao mpsbr - melhoria de software brasileiro brasilia  df,,,,2006-06,notknown,,,,,2006-06,,,,,df,,deg-12,doctorate,doctorate,,,,
cv44002.xml,processamento de dados brasilia  df  faculdade alvorada - janeiro de 1992 a dezembro de1995   e-mail ana.daniela@globo.com  telefone  celular +55 (61) 98136-9988 endereco: sqn 311 bloco a apto 104 brasilia-df certificados    auditora lider do sistema de gestao da qualidade iso 9001:2008  acreditado pela rabqsa cursos  treinamentos e congressos,,,,1992-01,notknown,,,,,1992-01,certificados,,,,df,,deg-1,doctorate,doctorate,br,brasilia,df,faculdade alvorada
cv42154.xml, cursando: 8o periodo  noturno de psicologia   faculdade estacio de sa,,,,,,,,,,,noturno de psicologia,,,,,false,deg-1,,,,,,faculdade estacio de sa
cv39531.xml,instituto federal de educacao  ciencia e tecnologia de goias tecnologia em analise e desenvolvimento de sistemas  analise e desenvolvimento de sistemas  2012 - 2015 activities and societies: participacao na organizacao do evento flisol.,,,2015,,,2012,,,2015,,tecnologia,,,,,,deg-1,,,,,,instituto federal de educacao  ciencia e tecnologia de goias
cv39531.xml,senai eletricista em sistemas eletroeletronicos  manutencao e instalacao eletrica e eletronica  2012 - 2013 activities and societies: estagio,,,2013,,,2012,,,2013,,eletricista,,,,,,deg-2,,,,,,senai
cv39531.xml,colegio estadual antonio valdir roriz ensino medio  2007 - 2010 activities and societies: feiras de ciencias  esportes  trabalhos academicos,,,2010,,,2007,,,2010,,activities and societies,,,,ensino medio,,deg-3,ensino medio,high school or equivalent,,,,colegio estadual antonio valdir roriz
cv43462.xml,universitario fieo  osasco  brasil  2012,,,2012,,notknown,,,,2012,,,,,,,,deg-2,,,br,osasco,,universitario fieo
cv43462.xml,   analise  e  desenvolvimento  de  sistemas  (sistema  de  informacao)           universidade bandeirantes de sao paulo  osasco  brasil  2008   cursos e treinamentos internos         21 cfr part 11 - 2012,,,2012,,,2008,,,2012,,,,,,,,deg-3,,,br,osasco,,universidade bandeirantes de sao paulo
cv43462.xml,   mba em gestao da qualidade de sistema de informacao - unifieo - centro,,,,,,,,,,,gestao da qualidade,,,,mba,,deg-1,mba,mba,,,,unifieo
cv43575.xml, bacharelado em sistemas da informacao- fundacao santo andre- (2006 - 2009),,,2009,,,2006,,,2009,,sistemas da informacao,,,,bacharelado em sistemas da informacao,,deg-2,bachelors,bachelors,,,,fundacao santo andre
cv43575.xml, tecnologo gestao de tecnologia da informacao - faculdade anhanguera - (cursando),,,,,,,,,,,gestao,,,,,false,deg-1,,,,,,faculdade anhanguera
cv45114.xml,pos-graduacao em gestao de pessoas e psicologia organizacional em curso (ead) - previsao de conclusao abril/2019 instituto prominas,,,,2019-04,notknown,,,,,,gestao de pessoas e psicologia organizacional,,,,pos-graduacao em gestao de pessoas e psicologia organizacional,false,deg-1,masters,masters,,,,instituto prominas
cv45114.xml,| ucam - universidade candido mendes  graduacao em gestao de recursos humanos concluido em dezembro/2015,,,,2015-12,notknown,,,,,2015-12,gestao de recursos humanos,,,,graduacao em gestao de recursos humanos,true,deg-2,bachelors,bachelors,,,,ucam - universidade candido mendes
cv45114.xml,fac - faculdade anhanguera de campinas,,,,,,,,,,,,,,,,,deg-3,,,,,,fac - faculdade anhanguera de campinas
cv44330.xml,cursando engenharia da computacao  - 2o periodo centro universitario iesb,,,,,,,,,,,engenharia da computacao,,,,,false,deg-1,,,,,,centro universitario iesb
cv39473.xml,iesb superior de tecnologia em analise e desenvolvimento de sistemas  2017,,,2017,,notknown,,,,2017,,tecnologia,,,,,,deg-1,,,,,,iesb
cv43498.xml,bacharelado em analise de sistemas - puc campinas - 2001,,,2001,,notknown,,,,2001,,puc campinas,,,,bacharelado em analise de sistemas,,deg-1,bachelors,bachelors,,,,
cv43381.xml, pos-graduacao em gestao de projetos de software - unieuro - marco de 2011 ;,,,,2011-03,notknown,,,,,2011-03,gestao de projetos,,,,pos-graduacao em gestao de projetos de software,,deg-1,masters,masters,,,,unieuro
cv43381.xml, bacharelado em ciencia da computacao - universidade catolica de brasilia - junho de 2007 ;  ingles fluente para leitura  escrita e fala ;  exame de proficiencia em ingles da universidade de michigan ;  espanhol fluente para leitura  escrita e fala ;  intercambio pela escola don quijote em salamanca - espanha ;  scrum certified scrum master ;  scrum certified product owner ;,,,,2007-06,notknown,,,,,2007-06,ciencia da computacao,,,,bacharelado em ciencia da computacao,,deg-2,bachelors,bachelors,,,,exame de proficiencia em ingles da universidade de michigan
cv239.xml,jun. de 2011 - jun. de 2016 faculdade projecao tecnologo em analise de desenvolvimento de sistemas,,,,2016-06,,,2011-06,,,2016-06,,,,,,,deg-1,,,,,,faculdade projecao
cv43643.xml,de 01/2012 ate 12/2013   especializacao em orientacao a objetos unopar  brasil * analise e projeto orientado a objetos com uml * fundamentos e desenvolvimento em java * topicos avancados em java * desenvolvimento de aplicacoes com acesso a banco de dados * desenvolvimento de aplicacoes cliente para web * desenvolvimento de aplicacoes para servidores web * desenvolvimento baseado em componentes ejb * desenvolvimento para dispositivos moveis * utilizacao de patterns e frameworks,,,,2013-12,,,2012-01,,,2013-12,desenvolvimento de aplicacoes,,,,,,deg-1,,,,,,unopar
cv43643.xml,de 01/2008 ate 12/2010   superior em tecnologia da informacao unip  brasil * identificar  com qualidade  produtividade e seguranca  as informacoes necessarias para execucao dos processos de uma empresa * identificar e estruturar os dados necessarios para a obtencao das informacoes utilizadas nos processos de uma empresa * estruturar os dados necessarios para os processos de decisoes gerenciais * avaliar custo-beneficio dos sistemas de informacao utilizados nas empresas * analisar as conveniencias de sistemas centralizados/descentralizados * planejar e implementar sistemas de informacao * avaliar a seguranca de sistemas de informacao,,,,2010-12,,,2008-01,,,2010-12,tecnologia da informacao,,,,,,deg-2,,,,,,unip
cv39565.xml,universidade catolica de goias bacharel em ciencias da computacao  1995 - 2000 pontificia universidade catolica de goias,,,2000,,,1995,,,2000,,ciencias da computacao,,,,bacharel em ciencias da computacao,,deg-1,bachelors,bachelors,,,,pontificia universidade catolica de goias
cv39565.xml,bacharelado em ciencias da computacao,,,,,,,,,,,ciencias da computacao,,,,bacharelado em ciencias da computacao,,deg-2,bachelors,bachelors,,,,
cv45347.xml,* ano: 2017 * instituicao: fac. senac -903 sul. * cidade: brasilia-df * curso: gestao de recursos humanos.,,,2017,,notknown,,,,2017,,gestao de recursos humanos,,,,,,deg-1,,,br,brasilia,df,fac. senac
cv45347.xml,* ano: 2014-2014 * instituicao: rh acao * cidade: brasilia-df * curso: e- social,,,2014,,,2014,,,2014,,,,,,,,deg-2,,,br,brasilia,df,rh acao
cv45347.xml,* ano: 2009-2014 * instituicao: universidade catolica de brasilia * cidade: brasilia-df * curso: nutricao,,,2014,,,2009,,,2014,,nutricao,,,,,,deg-3,,,br,brasilia,df,universidade catolica de brasilia
cv45347.xml,* ano: 2010 -2011 * instituicao: new valle * cidade: brasilia-df * curso: curso de informatica completo.,,,2011,,,2010,,,2011,,,,,,,true,deg-4,,,br,brasilia,df,new valle
cv42775.xml,psicologia: centro universitario de brasilia (uniceub) graduacao concluida no segundo semestre de 2016. durante a graduacao  atuei como estagiario em diversas areas. os mais relevantes foram:  1) estagio na secretaria da crianca  na coordenacao da unidade de atencao em meio aberto  acompanhando  junto a uma equipe interdisciplinar  um projeto de producao audiovisual com jovens que cumpriam medida socioeducativa em meio aberto. colaborei  tambem  no desenvolvimento e execucao de um projeto de atencao e cuidado aos servidores das unidades de atencao em meio aberto.,,,2016,,notknown,,,,2016,,psicologia,,,,graduacao,true,deg-1,bachelors,bachelors,,,,centro universitario de brasilia (uniceub)
cv42775.xml,ingles: centro interescolar de linguas do guara (cilg) curso de ingles concluido em 2011 - escrita  leitura e conversacao.   pagina3,,,2011,,notknown,,,,2011,,,,,,,true,deg-4,,,,,,centro interescolar de linguas do guara
cv42775.xml,2) estagio no centro de formacao do uniceub na conducao de um grupo terapeutico de usuarios de drogas encaminhado do tribunal de justica do distrito federal e territorios  elaborando e executando dinamicas que possibilitassem a reflexao e discussao sobre temas pertinentes ao grupo.  3) estagio em praticas profissionais em atendimento clinico individual e adulto nas abordagens psicanalise e abordagem centrada na pessoa  no centro de formacao do uniceub.,,,,,,,,,,,grupo terapeutico,,,,,,deg-2,,,,,,estagio no centro de formacao do uniceub
cv42775.xml,4) estagio em avaliacao psicologica de criancas e adultos  no centro de formacao do uniceub.,,,,,,,,,,,,,,,,,deg-3,,,,,,centro de formacao do uniceub
cv42787.xml,graduacao em psicologia pela universidade paulista - unip - 2013,,,2013,,notknown,,,,2013,,psicologia,,,,graduacao,,deg-1,bachelors,bachelors,,,,universidade paulista - unip
cv44838.xml,ensino superior cursando - psicologia - anhanguera (2019),,,2019,,notknown,,,,,,psicologia,,,,ensino superior,false,deg-2,ensino superior,some college,,,,
cv44838.xml,ensino superior completo - gestao de recursos humanos - unifieo (2013),,,2013,,notknown,,,,2013,,gestao de recursos humanos,,,,ensino superior,true,deg-1,ensino superior,some college,,,,unifieo
cv43979.xml,o  graduacao em redes de computadores - fatep,,,,,,,,,,,redes de computadores,,,,graduacao em redes de computadores,,deg-1,bachelors,bachelors,,,,fatep
cv43979.xml,o  mba em gestao tecnologia da informacao - enap o  curso superior de extensao: programacao de computadores - uneb,,,,,,,,,,,enap,,,,mba,,deg-2,mba,mba,,,,uneb
cv45718.xml,superior (gestao em recursos humanos)  pos graduacao  cursando (direito trabalhista  e previdenciario),,,,,,,,,,,direito trabalhista,,,,pos graduacao,false,deg-1,bachelors,bachelors,,,,
cv42667.xml,2011 - 2015: faculdade faccamp - campo limpo paulista - sp    bacharel em ciencia da computacao    monitor nos 7o e 8o periodo,,,2015,,,2011,,,2015,,ciencia da computacao,,,,bacharel em ciencia da computacao,,deg-1,bachelors,bachelors,br,campo limpo paulista,sp,faculdade faccamp
cv42667.xml,2003 - 2005: colegio divino salvador - jundiai - sp    tecnico em eletronica,,,2005,,,2003,,,2005,,tecnico,,,,,,deg-2,,,br,jundiai,sp,colegio divino salvador
cv42847.xml,ensino medio completo - (2011) ensino superior completo - bacharel em psicologia - centro universitario iesb. concluido em  2/2017.,,,2011,,notknown,,,,2011,,psicologia,,,,ensino medio completo,true,deg-1,ensino medio completo,high school or equivalent,,,,centro universitario iesb
cv42847.xml,"mba em psicologia organizacional e gestao de pessoas - unip (cursando).  informacoes adicionais: conhecimentos: ingles basico ; curso de digitacao ; excel intermediario ; word ; internet ; power point. cnh: ""b""  possuo veiculo automotivo.",,,,,,,,,,,psicologia organizacional e gestao de pessoas,,,automotivo,mba,false,deg-2,mba,mba,,,,unip
cv44510.xml,psicologia - iesb (instituto de educacao superior de brasilia) cursando 6o semestre - noturno (ceilandia),,,,,,,,,,,psicologia,,,,,false,deg-1,,,,,,iesb (instituto de educacao superior de brasilia)
cv42084.xml, tecnologo em gestao de recursos humanos  universidade paulista - unip - 1/2016 a 12/2017 (concluido),,,,2017-12,,,2016-01,,,2017-12,tecnologo,,,,,true,deg-1,,,,,,universidade paulista - unip
cv45389.xml,   ensino superior completo - concluido em 2015 faculdade anhanguera de brasilia/df,,,2015,,notknown,,,,2015,,,,,,ensino superior,true,deg-1,ensino superior,some college,br,brasilia,df,faculdade anhanguera
cv40423.xml,  ensino medio completo. colegio galois  conclusao em 2009.,,,2009,,notknown,,,,2009,,,,,,ensino medio completo,true,deg-1,ensino medio completo,high school or equivalent,,,,colegio galois
cv40423.xml,  curso  incompleto de  graduacao em   engenharia da                               computacao  9o semestre. unb.                              cursando engenharia de software. unb  8o semestre.,,,,,,,,,,,engenharia da computacao,,,,graduacao,false,deg-2,bachelors,bachelors,,,,unb
cv45264.xml, graduacao em gestao de recursos humanos,,,,,,,,,,,gestao de recursos humanos,,,,graduacao em gestao de recursos humanos,,deg-1,bachelors,bachelors,,,,
cv44274.xml,  ensino medio completo ceacc 2005    ensino  superior  incompleto  -  tecnologia  em  redes  de  computadores  4o semestre cursando (faculdade projecao),,,2005,,notknown,,,,,,ceacc,,,,ensino medio completo,false,deg-1,ensino medio completo,high school or equivalent,,,,faculdade projecao
cv44121.xml,graduacao: engenharia de computacao  - universidade paulista(unip) - brasilia. conclusao: 07/2007,,,,2007-07,notknown,,,,,2007-07,engenharia de computacao,,,,graduacao,,deg-1,bachelors,bachelors,br,brasilia,,universidade paulista(unip)
cv44651.xml,cursando analise e desenvolvimento de sistemas na universidade cruzeiro do sul (udf).,,,,,,,,,,,,,,,,false,deg-1,,,,,,universidade cruzeiro do sul (udf)
cv45402.xml,licenciatura em pedagogia. universidade de brasilia - unb  brasil. conclusao em 2014.,,,2014,,notknown,,,,2014,,,,,,,,deg-2,,,,,,universidade de brasilia - unb
cv45402.xml,bacharelado/ formacao em psicologia. centro universitario de brasilia - uniceub  brasil. conclusao em 2017. crp 01/20298 ativo.,,,,,,,,,,,psicologia,,,,bacharelado,,deg-1,bachelors,bachelors,,,,centro universitario de brasilia - uniceub
cv45380.xml,ensino medio completo centro educacional darcy ribeiro conclusao 2017,,,2017,,notknown,,,,2017,,,,,,ensino medio completo,true,deg-1,ensino medio completo,high school or equivalent,,,,centro educacional darcy ribeiro
cv43325.xml,mba gestao de projetos - foco pmi - udf conclusao: 07/2014,,,,2014-07,notknown,,,,,2014-07,gestao de projetos,,,,mba,,deg-1,mba,mba,,,,udf
cv43325.xml,bacharel em sistemas de informacao - facitec conclusao: 12/2010,,,,2010-12,notknown,,,,,2010-12,sistemas de informacao,,,,bacharel em sistemas de informacao,,deg-2,bachelors,bachelors,,,,facitec
cv44220.xml,tecnologia em proceiiamento de dadoi com enfaie em analiie de negocioi universidade paulistana de ciencias e letras (1997 a 1999 - 3 anos)  tecnico em marketing  tecnologia e processamento de dados,,,1999,,,1997,,,1999,,tecnologia,,,,,,deg-1,,,,,,universidade paulistana de ciencias e letras
cv44220.xml,colegio sao judas tadeu - csjt (1992 a 1994 - 3 anos)  cursos concluidos -  desenvolvimento web frontend  + 10 de projetos (udemy) html5  css3  javascript  jquery  bootstrap  php (com mysql  ajax  xml  json).  cursos online em andamento - curso completo de php 7 com orientacao a objetos  pdo  dao (udemy) - curso php do zero ao profissional (b7web)  aiancado: mysql  visual basic 6.0  asp classico  vbscript  html. intermediario: php  c#  asp.net  javascript  jquery  css3  html5  bootstrap  queries e stored procedures  ajax baiico: xml  json  java,,,1994,,,1992,,,1994,,,,,,,true,deg-2,,,,,,colegio sao judas tadeu
cv45932.xml,superior - ciencias da computacao universidade presbiteriana mackenzie,,,,,,,,,,,ciencias da computacao,,,,,,deg-1,,,,,,universidade presbiteriana mackenzie
cv43151.xml,cursando pos graduacao em gerenciamento de projeto - faculdade dom bosco - 07/2018.,,,,2018-07,notknown,,,,,,gerenciamento de projeto,,,,pos graduacao em gerenciamento de projeto,false,deg-1,bachelors,bachelors,,,,faculdade dom bosco
cv42521.xml,profissional   ensino superior: bacharel em sistemas de informacao instituicao: universidade federal do amazonas - ufam projeto final: maquee - uma ferramenta movel colaborativa para avaliacao de usabilidade em aplicacoes moveis.,,,,,,,,,,,,,,,ensino superior,,deg-1,ensino superior,some college,,,,universidade federal do amazonas - ufam
cv34194.xml,  bacharel em sistemas de informacao (2012). facnet - anhanguera.,,,2012,,notknown,,,,2012,,sistemas de informacao,,,,bacharel em sistemas de informacao,,deg-1,bachelors,bachelors,,,,facnet - anhanguera
cv34194.xml,  pos graduacao - desenvolvimento de sistemas para web (falta certificado). facnet - anhanguera.,,,,,,,,,,,desenvolvimento de sistemas para web,,,,pos graduacao,,deg-2,bachelors,bachelors,,,,facnet - anhanguera
cv42649.xml,curso: especializacao em analise comportamental clinica instituto brasiliense de analise do comportamento (ibac) pos-graduacao: fev/2018 - junho/2019  curso: psicologia,,,,2019-06,,,2018-02,,,,psicologia,,,,pos-graduacao,false,deg-1,masters,masters,,,,instituto brasiliense de analise do comportamento
cv42649.xml,faculdade: centro universitario de brasilia (uniceub) graduacao: jan/2012 - junho/2017,,,,2017-06,,,2012-01,,,2017-06,,,,,graduacao,,deg-2,bachelors,bachelors,,,,centro universitario de brasilia (uniceub)
cv44353.xml,ensino medio - centro de ensino medio elefante branco (cemeb) 1995 a 1997 - academico   principais cursos habilidades,,,1997,,,1995,,,1997,,,,,,ensino medio,,deg-2,ensino medio,high school or equivalent,,,,centro de ensino medio elefante branco
cv44353.xml,graduacao - 5o semestre: universidade catolica de brasilia virtual gestao da tecnologia da informacao,,,,,,,,,,,gestao da tecnologia da informacao,,,,graduacao,,deg-1,bachelors,bachelors,,,,universidade catolica de brasilia virtual
cv44353.xml,   curso itil - universidade catolica de brasilia - 40 h/a     administracao de sistemas e redes: dos  windows 9x  nt  2k  xp  vista  7  8  8.1  10  server 2003 e 2008 e 2012 r2  mac e linux ;     sql server 2000 a 2012 - administracao do servidor de bd  backup  restauracao e jobs ;,,,,,,,,,,,administracao de sistemas e redes,,,,,,deg-3,,,,,,universidade catolica de brasilia
cv44353.xml,   ispa 111: internet: conceitos e infraestrutura (senac) ;,,,,,,,,,,,,,,,,,deg-4,,,,,,senac
cv44353.xml,   tecnico em informatica industrial - escola tecnica de brasilia (04 semestres) ;     montagem  configuracao e manutencao de micros ;     web designer (dreamweaver  flash  fireworks e html) - chaplim informatica ;     editoracao eletronica (corew draw e photo paint  photoshop e page maker) - chaplim informatica ;     excel avancado  access  word  power point ;,,,,,,,,,,,editoracao eletronica,,,,,,deg-5,,high school or equivalent,,,,informatica industrial - escola tecnica de brasilia
cv44353.xml,   marketing na internet (senac)     usuario de microcomputador desde 1996  bastante curioso e interessado  facilidade em aprender  autodidata ;,,,,,,,,,,,marketing,,,,,,deg-6,,,,,,senac
cv44353.xml,   ingles intermediario. 03 anos de estudo (cilt - taguatinga e centro europeu). otima leitura e interpretacao  conversacao razoavel.,,,,,,,,,,,,,,,,,deg-7,,,,,,taguatinga e centro europeu
cv42707.xml,instituicao de ensino: centro universitario iesb  curso: psicologia 12/2017 concluido,,,,2017-12,notknown,,,,,2017-12,psicologia,,,,,true,deg-1,,,,,,centro universitario iesb
cv42339.xml, cst em gestao de recursos humanos centro universitario do distrito federal - udf julho/2015 a julho/2017 (concluido),,,,2017-07,,,2015-07,,,2017-07,cst,,,,,true,deg-1,,,,,,centro universitario do distrito federal - udf
cv45494.xml,graduado em gestao de recursos humanos. centro universitario iesb - conclusao em 2014.,,,2014,,notknown,,,,2014,,graduado,,,,,,deg-1,,,,,,centro universitario iesb
cv44170.xml,pos-graduacao lato sensu: administracao geral universidade paulista 2003 a 2004,,,2004,,,2003,,,2004,,lato sensu,,,,pos-graduacao,,deg-1,masters,masters,,,,universidade paulista
