id,traininghistory_text,traininghistory_training_description,traininghistory_training_enddate_anydate,traininghistory_training_enddate_stringdate,traininghistory_training_enddate_year,traininghistory_training_enddate_yearmonth,traininghistory_training_entity,traininghistory_training_qualifications_qualification,traininghistory_training_startdate_anydate,traininghistory_training_startdate_stringdate,traininghistory_training_startdate_year,traininghistory_training_startdate_yearmonth,traininghistory_training_type
cv43737.xml,academia sap sd,academia sap sd,,,,,academia sap sd,,,,,,unknown
cv44048.xml, 2o encontro de engenharia com projetos do pmi-se pmi - chapter sergipe  2017   5o congresso sergipano de gerenciamento de projetos pmi - chapter sergipe  2017   1o encontro de tecnologia da informacao com projetos do pmi-se pmi - chapter sergipe  2017   1o encontro de engenharia com projetos do pmi-se pmi - chapter sergipe  2016   4o congresso sergipano de gerenciamento de projetos pmi - chapter sergipe  2016    webinar - cultura organizacional: um aspecto essencial na gestao de projetos practical thinking group  2016.    semex  2015.    como alcancar metas e superar desafios  2014.    o poder da comunicacao na lideranca  2014.    relacionamento e trabalho em equipe  2014.    7 a semex  2013.    os segredos dos lideres de sucesso  2013.    os segredos dos vendedores campeoes  2013.    6 a semex  2012.    desafio sebrae 2012. ,desafio sebrae 2012,,,2012,,practical thinking group,,,,,,unknown
cv44019.xml,curso preparatorio para certificacao scrum master - caelum sao paulo curso preparatorio para certificacao de scrum product owner - caelum sao paulo arbutus audit analytics - analyzer avancado (funcoes / procedures) - it  tech solutions arbutus audit analytics - foundation - it tech solutions preparatorio para certificacao pmp 5a edicao - plano pro2 associados preparatorio para certificacao cobit foundations -  plano pro2 associados preparatorio para certificacao itil foundations v3 - plano pro2 associados ctfl - certified tester foundation level - ctr rsi bpm - gestao de processos - elo group bpm -  execucao de projetos de melhoria e inovacoes de processos - elo group preparatorio para certificacao cfps - abrantes solucoes capacitacao em analise de pontos de funcao v4.3.1 - fatto consultoria contratacao de bens e servicos de ti (in04) - abop gerencia de projetos  teoria e pratica - enap oracle database 11g i  introduction to sql - oracle university oracle database 11g i  program with pl/sql - oracle university oracle database 11g ii  administration workshop i (dba) - oracle university oracle database 11g ii  administration workshop ii (dba) - oracle university ingles intensivo: basico  intermediario e avancado - wisdom/aps (01/20017 - 06/2008) uml - politec natural  basico e avancado - politec cobol - politec jcl - politec d'base iii plus - transdados basic i  basic ii  d'base ii - eti. disponibilidade para viagem: sim brasilia  12 de marco de 2018 sidney sergio leite do nascimento,sidney sergio leite do nascimento,2018-03-12,,,2008-06,plus - transdados,cfps,,,,,unknown
cv43854.xml, tecnico em informatica  etec fernando prestes. (concluido em julho de 2011).,tecnico em informatica  etec fernando prestes. (concluido em julho de 2011),,,,2011-07,etec fernando prestes,,,,,,unknown
cv44643.xml,grafologia pratica em rh - outubro/2013 scelta rh - sao paulo  departamento pessoal - marco/2013 scelta rh - sao paulo  selecao  entrevista por competencia e elaboracao de parecer - novembro/2012 scelta rh - sao paulo  recrutamento e selecao - marco/2012 senac - sao paulo ,recrutamento e selecao - marco/2012 senac - sao paulo,,,,2012-03,senac,,,,,,unknown
cv40508.xml,2008   oracle soa essentials   2007   java ee and web services advanced   2007   java web development   2017 a agora: global data bank global data bank responsabilidades responsavel pelo design e desenvolvimento de uma grande solucao de dados em computacao de cluster escalavel e distribuida em tempo real.   2016 a 2017: big data developer santander responsabilidades responsavel pelo desenvolvimento de pipelines big data.   2016/09 a 2016/10 oracle specialist consultant   banco pan responsabilidades   como administrator linux - instalacao do linux rpms   como oracle fusion middleware administrator - instalacao  configuracao e administracao do odi  obiee  weblogic  oracle rac e ohs em ambientes dev  qa e prod.   como oracle database administrator - criacao de esquemas e repositorios para odi e obiee  configuracao do oracle rac no ambiente prod.   como desenvolvedor bi / odi - migracao do processo odi de existencia para a implementacao de odi  obiee e ohs em ambientes dev  qa e prod.   2016/04 a  2016/06   big data qa analyst cablevision responsabilidades automatizacao de testes de qa (contagem  tipos de dados  performance  regras de negocio) para a migracao realizada de diversas origens (arquivos  oracle  netezza  postgres  mysql) para o ambiente hadoop hive como base de destino com os dados consolidados. projeto utilizava metodologia agil scrum  logo parte do trabalho era a participacao nas reunioes (daily  sprint planning e sprint review)  preparar material para as mesmas e atualizar tasks na ferramenta jira.ped web application to compare data present in different data centers em tabelas do hbase.   detalhes das ultimas experiencias   2016/04 ate  2016/06   analista big data qa cablevision responsabilidades   desenvolvimento de aplicacao web para comparar dados presentes em diferentes centros de dados em tabelas baseadas em hbase.   desenvolvimento de aplicacao web para obter dados do servico de repouso com base no ecossistema hadoop e analisa-lo para processar dados.   desenvolvimento de aplicacao para comparar resultados de consulta executados em diferentes bancos de dados (redshift  postgres  hbase  cassandra  oracle  arquivos  etc.)   automacao de teste de qa (contagem  tipos de dados  desempenho  regras de negocios) para migracao de varias fontes (arquivos  oracle  netezza  postgres  mysql) para o ambiente hadoop hive   2016 ate 2017: desenvolvedor big data santander responsabilidades responsavel por desenvolver grandes pipelines de dados .:   construacao de integracao entre elastsearch (baseado na nuvem) e big data enviroment   modelagem em hive  hbase  mariadb dabases   devoping datastream em py spark usando flume e storm para ingerir dados em big data   transforme e entregue dados de arquivos hdfs para tabelas do hbase ,transforme e entregue dados de arquivos hdfs para tabelas do hbase,,current,2017,2016-06,banco pan,,,,2016,2016-04,unknown
cv45496.xml,.  qualidade no atendimento - icesp - 01/2002 .  gerencia basica -  sebrae / df  (15hs) - 02/2001. .  qualidade no atendimento - sebrae / df  (15hs) - 02/2001. .  digitacao - sarmento - (80hs) - 2000. .  orientacao para o trabalho e geracao de renda - ntr  realizado pela seter - secretaria do trabalho  emprego e renda - (20hs) -1999. .   secretaria em geral -  cendec - (100hs) - 1999. .  pacote office - (30hs) - 1999. .  tecnicas de vendas - ipep - (120 hs/aula) - 1999. .  auxiliar de departamento pessoal - cendec - (100h) - 1999. .  recepcionista comercial - lbv - (96hs) - 1999. .  telemarketing - cendec -  (100hs) - 1999. ,telemarketing - cendec -  (100hs) - 1999,,,1999,2001-02,pacote office,,,,,,unknown
cv42274.xml,computacao basica - word  excel  power point e internet. vendas. telemarketing. telefonista. departamento pessoal. gestao de recursos humanos (1 bimestre),gestao de recursos humanos (1 bimestre),,,,,,,,,,,unknown
cv44852.xml,2018 - e-social - senac 2018 - recrutamento e selecao - portal rh 2017 -  departamento pessoal  - centro paula souza 2017 - excel intermediario - senac - 40 horas. 2011 - sap r3 - treinamento interno petrobras.   2014 - superior completo - administracao de empresas. anhanguera - bandeirantes ,2014 - superior completo - administracao de empresas. anhanguera - bandeirantes,,,2014,,senac,,,,,,unknown
cv43974.xml,instrutor - capacitacao em gestao de testes carga horaria: 16 horas/ aula ministradas instrutor - preparatorio para certificacao ctfl. carga horaria: 172 horas/ aula ministradas instrutor - preparatorio para certificacao ctal-tm. carga horaria: 32 horas/ aula ministradas instrutor - automatizacao de testes de performance com jmeter. carga horaria: 32 horas/ aula ministradas cinteq governo - congresso internacional em testes e qualidade de software (2011) cinteq - congresso internacional em testes e qualidade de software (2010),cinteq - congresso internacional em testes e qualidade de software (2010),,,2010,,cinteq - congresso internacional em testes e qualidade de software,,,,,,unknown
cv43019.xml,semestre (conclusao: 06/2019) - periodo de aula: matutino.,semestre (conclusao: 06/2019) - periodo de aula: matutino,,,,,,,,,,,unknown
cv44990.xml,  psicologia organizacional - carga horaria 50 horas.  mediacao/ circulo restaurativo - carga horaria 10 horas  capacitacao e integracao do sistema de garantias de direitos - carga horaria 40 horas. 4. area de atuacao pretendida  psicologia - area organizacional e clinica. (disponibilidade de horarios).,psicologia - area organizacional e clinica. (disponibilidade de horarios),,,,,carga horaria,,,,,,unknown
cv37780.xml, itamsoftware 06-2017 - desenvolvendo assinatura a1.   call tecnologia 01 -2017 - desenvolvimento de sistema para telefonia udp.   course: english level: fluent institution of education: exchange in australia  relevant courses   frameworks: struts  hibernate cursos de atualizacao  curso sobre o padrao mvc - politec - 12 hours.  curso de uml - politec - 18 hours.  curso de ejb - politec - 18 hours  curso sobre framework - politec - 12 horas  workshop cvs - politec - 08 hours  curso de modelagem utilizando o rational rose - politec - 18 horas curso de design partners - politec - 18 horas  power logic 20 horas - squadra. linux red hat 5.5 80 horas red hat  trabalhos free lancer:   polisys 10-2016 - desenvolvendo erm em angular 1 ,polisys 10-2016 - desenvolvendo erm em angular 1,,,2018,2016-10,,,,,,,unknown
cv44315.xml, html e css  javascript e jquery  php e mysql  logica de programacao com banco de dados  sql server 2008 portfolio: site feito em bootstrap: https://teste-php.000webhostapp.com/,site feito em bootstrap: https://teste-php.000webhostapp.com,,,,,logica de programacao com banco,,,,,,unknown
cv44924.xml,espanhol - avancado - completo cil - centro interescolar de linguas,cil - centro interescolar de linguas,,,,,cil - centro interescolar de linguas,,,,,,unknown
cv43966.xml,   curso de gestao e fiscalizacao de contratos - enap/2015    curso de elaboracao do plano diretor de ti - enap/2015    curso de gestao de contrato de ti - enap/2015    curso direito administrativo para gerentes no setor publico - instituto legislativo brasileiro/2015    curso preparatorio para pmp 5a edicao - planopro2/2013    curso de gerenciamento de projetos + ms project - efti/2011    curso de negociacao - fgv/2010    curso de fundamentos de gerenciamento de projetos - pmidf/2010. ,curso de fundamentos de gerenciamento de projetos - pmidf/2010,,,2010,,fgv,,,,,,unknown
cv42379.xml, tecnicas de negociacao  gestao do tempo  inteligencia emocional  contratacao de funcionarios  microsoft office  conhecimento em sistemas da area de recursos humanos,conhecimento em sistemas da area de recursos humanos,,,,,,,,,,,unknown
cv44594.xml,introducao em informatica windows  word  excel  power point  internet  digitacao  acesa  corel draw  photoshop  page make tecnicas de vendas iso 9000 telemarketing secretariado departamento pessoal administracao em empresas contabilidade telefonista recepcionista hotelaria turismo arquivista. mysql - cursando html - cursando,html - cursando,,,,,,,,,,,unknown
cv44844.xml,   calculos da folha de pagamento - ibdec  dezembro 2016    guias da folha de pagamento - ibdec  outubro 20016      entrevista de selecao por competencias - idepo  fevereiro 2014      palografico basico - vetor eventos  julho 2011      recrutamento e selecao passo a passo - idepo  janeiro 2014 ,recrutamento e selecao passo a passo - idepo  janeiro 2014,,,,2014-01,,,,,,,unknown
cv39720.xml, fundamentos de rede  uml (linguagem de modelagem unificada)  php 7 orientado a objeto - eibneti,php 7 orientado a objeto - eibneti,,,,,,,,,,,unknown
cv45562.xml,curso: informatica basica curso: excel basico empresa: a.g.a informatica empresa: alura periodo: 2009 periodo: 2018 curso: montagem em manutencao de micro empresa: microlins periodo:2012 - 2013 curso: logica e programacao empresa: microlins periodo: 2014 - 2015,periodo: 2014 - 2015,,,2015,,microlins,,,,2014,,unknown
cv45159.xml,curso de grafologia/estacio -curso de formacao de lideres - in company (ciclus) - curso de motivacao nas organizacoes - fgv - alta performance em lideranca - conquist - inclusao social pcd - armazem de ideias. - organizacao de eventos - iatec - oratoria - conquist,oratoria - conquist,,,,,organizacao de eventos - iatec,,,,,,unknown
cv44792.xml, rotinas administrativas  telemarketing  secretariado medico  auxiliar de farmacia  informatica basica,informatica basica,,,,,informatica basica,,,,,,unknown
cv45884.xml, cipa e primeiros socorros - bmpc  grafologia - rh em acao  formacao de primeiros socorros  prevencao e combate a incendio teorico e pratico - aguia de fogo  gestao de cargos e estrategias de remuneracao - catho  estrategias de avaliacao de pessoas - catho  selecao e entrevista por competencia - despert rh,selecao e entrevista por competencia - despert rh,,,,,,,,,,,unknown
cv42937.xml,servico voluntario de apoio a pessoas de baixa renda. capsi - observacao e acompanhamento de pacientes psicoativos. instituto chamaeleon - voluntaria no atendimento de criancas e mulheres vitimas de violencia e abuso sexual apdc - voluntaria no atendimento de pessoas com doencas cronicas. hi agencia promocoes e eventos - promotoria  recepcao pao del patron - acoes de degustacao animacao infantil sol e lua - animadora de festas infantis,animacao infantil sol e lua - animadora de festas infantis,,,,,instituto chamaeleon,,,,,,unknown
cv44989.xml,anhanguera educacional - sistema de informacao (2006- 2009),anhanguera educacional - sistema de informacao (2006- 2009),,,2009,,,,,,2006,,unknown
cv44085.xml,   especializacao completa em lean six sigma como master black belt  pelo six sigma solution  em 2014,especializacao completa em lean six sigma como master black belt  pelo six sigma solution  em 2014,,,2014,,,,,,,,unknown
cv9118.xml,   visual basic 3.0    seguranca em redes de computadores (windows 2000 advanced server) - griaule treinamento para profissionais em informatica. 1 de 7,1 de 7,,,2001,,treinamento para profissionais em informatica,,,,,,unknown
cv42665.xml,"2013-   2014    psicologia e infancia-  observacao individual do desenvolvimento da crianca em domicilio.    4 - psicologia e adolescencia - colegio liceu camilo castelo branco. observacao do desenvolvimento do adolescente.  2014 - psicologia da vida adulta-  nova 4e. pesquisa  sobre  os  sentidos  do  voluntariado  para  o  desenvolvimento  social  interdependencia  solidariedade e reciprocidade na vida adulta.  2015 - psicopatologia - laboratorio de saude mental coletiva (lasamec/usp) trocas entre profissionais e estudantes  alem de produzir e disseminar conhecimento das ciencias em sua incidencia sobre saude mental.  2016 - psicodiagnostico - clinica de psicologia da universidade brasil. direcionado ao atendimento infantil individual.  2016 - psicologia preventiva da educacao - colegio liceu camilo castelo branco. aplicacao  de  dinamica  para  o  desenvolvimento  da  maturidade  da  crianca  no  ambito escolar.  2016 - fundamentos  da  psicologia  do  portador  das  necessidades  educacionais especiais - centro de acao social espaco livre. observacao e participacao das atividades oferecidas pela instituicao.  2016 - psicologia organizacional e do trabalho - instituto de psicologia psico-logica. observacao e entrevista com a coordenadora do projeto ""vigilante estresse zero"". ","2016 - psicologia organizacional e do trabalho - instituto de psicologia psico-logica. observacao e entrevista com a coordenadora do projeto ""vigilante estresse zero""",,,2016,,instituto de psicologia psico,,,,2013,,unknown
cv42522.xml,word 2007  excel 2007  power point 2007  digitacao  administracao de empresas  departamento de pessoal  contabilidade  secretariado.   luziania (go) 27/11/2017 ,luziania (go) 27/11/2017,2017-11-27,,2007,,,,,,,,unknown
cv43517.xml,03/16 processo de desenvolvimento de software  fundacao bradesco. 04/16 engenharia de requisitos  fundacao bradesco. 04/16 modelagem de dados  fundacao bradesco. 05/17 fundamentos de programcao java e orientacao a objetos  trainning 06/17 desenvolvimento de aplicacoes java para web  trainning 06/17 linguagem de programcao java  trainning 12/17 automacao de testes com selenium webdriver em java  udemy. ,12/17 automacao de testes com selenium webdriver em java  udemy,,,,2017-12,fundacao bradesco,,,,,2016-03,unknown
cv44171.xml,xv simposio de engenharia de producao unesp bauru  2008. java - j2ee fatec jundiai  2007. forum permanente de empreendedorismo unicamp  2006. ,unicamp  2006,,,2006,,unicamp,,,,,,unknown
cv43704.xml,2124 - (programming with c#) - ka solution. 2310 - (developing ms asp.net web applications using visual studio.net) - ka solution. 2389 - (programming with ado.net) - ka solution. 2542 - (advanced data access with microsoft visual studio 2005) - ka solution. 2543 - (core web application technologies with microsoft visual studio 2005) - ka solution. 2544 - (advanced web application technologies with microsoft visual studio 2005 querying microsoft sql server 2000 with transacts) - ka solution. desenvolvedor de software - senac logica de programacao - 32 horas. modelagem de dados - 32 horas. database sql server 2005 - 48 horas. microsoft visual studio 2005.net - 96 horas.,microsoft visual studio 2005.net - 96 horas,,,,,senac,,,,,,unknown
cv44973.xml,"  gpp - gerencia de projetos pmi na pratica  utilizando como base o pmbok 3a edicao curriculum vitae ricardo villar figueiredo   scrum: metodologia agil para gestao e planejamento de projetos   gestao comercial   seguranca corporativa   niif -  ingresos por contratos con clientes   etica e compliance legal   excelencia em gestao de projetos internacionais   programa de compliance   gestao de recursos de projetos   elaboracao de plano de qualidade em fabrica de software   oficina de mapeamento e gestao de processos   mapas mentais utilizando mindmanager   msproject e dotproject   auditoria da tecnologia da informacao - instituto serzedello correa   elaboracao de editais   negociacao - foco em resultados   mobilizacao de equipes remotas: animando equipes e stakeholders   elaboracao e gerenciamento de projetos   lideranca e gerenciamento   planejamento estrategico   administrador de redes   linux para administradores   etica e servico publico   tutoria para ead congressos  simposios  seminarios e foruns o feira hospitalar o planejamento estrategico do banco central com o navegador amir klink o congresso internacional ""sociedade e governo eletronico o conip cnasi  gartner e outros o security day"" - serpro o semana de software livre no legislativo - congresso nacional o seminario gestao eletronica de documentos - ged o seminario de contratacao de softwares e servicos - slti o congresso - ""o governo na internet"" - slti o seminario seguranca da informacao -slti o evento internacional ""desenvolvendo habilidades de inovacao e lideranca pessoal"" o seminario ""gestao da comunicacao"" - secom/pr o seminario nacional das escolas de governo o seminario internacional sobre ""educacao a distancia"" o emc networker administration for unix o congressos fenasoft curriculum vitae ricardo villar figueiredo o seminario ""portais corporativos"" - oracle o seminario internacional ""avaliacao de programas: experiencias da australia  canada e brasil""",canada e brasil,,,,,seminario internacional,,,,,,unknown
cv44279.xml,area: desenvolvimento java descricao: persistencia de objetos com jpa2 e hibernate instituicao: alura - grupo caelum carga horaria: 30 horas data conclusao: 04/2018  area: desenvolvimento java web descricao: desenvolvimento de sistemas web com java e jstl instituicao: alura - grupo caelum carga horaria: 100  horas   data conclusao: 03/2018  area: metodologia  agil de desenvolvimento de sistemas descricao: certificacao scrum master   - csm instituicao: knowledge21 - the agile transformation company - scrum alliance carga horaria: 40 horas data conclusao: 04/2016  area: analise de sistema descricao: analise de sistemas utilizando rup e uml instituicao: escola de formacao de trabalhadores em informatica - efti carga horaria: 40 horas data conclusao: 03/2008  area: banco de dados descricao: modelagem de dados em banco relacional instituicao: politec s/a carga horaria: 60 horas data conclusao: 04/2005   habilidades e conhecimentos  area: desenvolvimento de sistemas em linguagem cobol periodo de atividade: 01/1997 a 01/2001  12/2004 a 11/2010 e 07/2013 a 03/2018 auto-avaliacao: avancado detalhamento da auto-avaliacao: analise  desenvolvimento e sustentacao de sistemas corporativos implementados em linguagem cobol batch  sp cobol  sp nativa  visual age  acessando banco de dados relacional db2.  area: desenvolvimento de sistemas orientado a objeto periodo de atividade: 11/2010 a 06/2013 auto-avaliacao: avancado detalhamento da auto-avaliacao: administracao de dados  analise e desenvolvimento de sistemas corporativos em linguagem php oo  utilizando componentes jquery  javascript e acesso a banco de dados postgres. ,periodo de atividade: 11/2010 a 06/2013 auto-avaliacao: avancado detalhamento da auto-avaliacao: administracao de dados  analise e desenvolvimento de sistemas corporativos em linguagem php oo  utilizando componentes jquery  javascript e acesso a banco de dados postgres,,current,,2013-06,periodo de atividade,,,,,2010-11,unknown
cv44824.xml, programa de certificacao pmp pela projectlab   2017  scrum master pela trainning education   2014  analise de ponto de funcao (apf) pela trainning education   2014  analista de processos de negocios bpmn pela trainning education   2012  analista de negocios de ti bpm pela trainning education   2012  gestao empresarial com erp - totvs pela impacta   2009  programacao advpl - totvs pela impacta tecnologia   2009  preparatorio para cisco ccna pelo ciee   2004 ,preparatorio para cisco ccna pelo ciee   2004,,,2004,,programacao advpl - totvs pela impacta tecnologia,ccna,,,,,unknown
cv44597.xml, informatica - windows xp  7 8 / ms office / br office  senac - faturamento hospitalar  tabelas cbhpm e amb  tabela sbh  revista simpro e brasindice  guias tiss e tuss  sebrae - atendimento ao cliente  gestao de equipe  relacoes humanas  comunicacao pessoal. brasilia  2016,brasilia  2016,,,2016,,senac,,,,,,unknown
cv41373.xml,2017 - estrategias de avaliacao de pessoas: catho 2016 - testes psicologicos htm  ifp2  quati  teaco e palografico: scelta rh 2016 - formacao gestor coaching: mackenzie 2016 - recrutamento e selecao: senac 2016 - excel avancado: digicad 2016 - equipe motivada: sebrae 2016 - e-social: senac 2015 - administracao de conflitos: senac 2014 - tecnicas de lideranca: senac ,2014 - tecnicas de lideranca: senac,,,2014,,senac,,,,,,unknown
cv42264.xml,* ms-dos/windows/ access/word/excel - microsoft * informatica de gerencial - senac/df,informatica de gerencial - senac/df,,,,,senac,,,,,,unknown
cv43518.xml, 2017 - curso de intercambio em ingles (eurocentres vancouver) - 1 mes  2016 - curso preparatorio para certificacao cobit 5 (trainning - 16 horas)  2016 - bootcamp 6.5 for partners(kony visualizer e kony studio)  2016 - workshop lideranca e ginastica cerebral  2012 - curso de scrum development (lambda3 - 40 horas)  2009 - curso de financas pessoais da bovespa  2008 - curso de java com struts e hibernate (tecnoponta treinamentos - 36 horas)  2007 - curso de java c/ jsp e javabeans (tecnoponta treinamentos - 24 horas)  2004 - tecnico de informatica (escola tecnica estadual - 1 ano e 6 meses). ,2004 - tecnico de informatica (escola tecnica estadual - 1 ano e 6 meses),,,2004,,escola tecnica estadual,,,,,,unknown
cv44539.xml,/ atividades complementares  * jornada clinica ibac voltada para atendimentos clinicos baseados na analise do comportamento - 2017 * i jornada de residencia multiprofissional em saude mental infanto-juvenil - 2016 * jac's do brasil - i jornada de analise do comportamento - instituto walden4 - 2016 * mini-curso: interfaces entre psiquiatria e taci: desafios e beneficios no atendimento a crianca - ibac: instituto brasiliense de analise do comportamento -  2016 * ingles avancado - centro interescolar de linguas de ceilandia (cilc) - 1o/2015 * conhecimento em windows  power point  excel  outlook e internet. ,ingles avancado - centro interescolar de linguas de ceilandia (cilc) - 1o/2015 * conhecimento em windows  power point  excel  outlook e internet,,,2015,,ingles avancado - centro interescolar de linguas de ceilandia,,,,,,unknown
cv42253.xml, informatica basica ( microsoft word  open office writer  microsoft excel  microsoft  power point  winzip  winscp2  scanner  edicao de imagens  impressora  fineprint  projetor de dados  internet)  curso de feedback  administracao de recursos humanos  gestao empresarial  departamento pessoal e empreendedorismo.,curso de feedback  administracao de recursos humanos  gestao empresarial  departamento pessoal e empreendedorismo,,,,,informatica basica,,,,,,unknown
cv43414.xml,dezembro de 2017  brasilia  ingles/ fluente,ingles/ fluente,,,,2017-12,,,,,,,unknown
cv41770.xml,samoidi em julho de 2018. ingles intermediario.,ingles intermediario,,,,2018-07,,,,,,,unknown
cv42880.xml,qualidade em atendimento  telemarketing  informatica  windows  office  contabilidade  departamento pessoal  administracao e vendas.- instituicao infocursos assistente administrativo - gerenciamento de projetos- instuticao infocursos. pretensao pessoal:  realizar com empenho e qualidade as funcoes designadas  desempenhar atividade que envolva concentracao  dinamismo  trabalho em equipe e relacionamento com o publico.,realizar com empenho e qualidade as funcoes designadas  desempenhar atividade que envolva concentracao  dinamismo  trabalho em equipe e relacionamento com o publico,,,,,instituicao infocursos,,,,,,unknown
cv44707.xml, gestao de projetos - trainning - education sevices e academia isban  itil - trainning - education sevices  cobit - trainning - education services  12 cursos de formacao gerencial  - academia isban  19 cursos de produtos especificos - oracle  9 cursos de produtos mainframe - ibm  16 cursos comercial  marketing e lideranca - centro treinamento itau/itautec,16 cursos comercial  marketing e lideranca - centro treinamento itau/itautec,,,,,academia isban,,,,,,unknown
cv44966.xml,"   logica de programacao (impacta tecnologia) periodo 08/01/05 a 05/02/05    access basico e avancado (impacta tecnologia) periodo 23/04/05 a 23/07/05    competencias pessoais para estagiarios (idort) periodo 11/07/06 a 15/07/06    superando limites (idort) periodo 25/07/06 a 26/07/06    capacitacao interna para desenvolvimento de solucoes (microsiga) periodo 27/07/05 a16/08/05    logica de programacao advpl(microsiga) periodo 06/02/06 a 07/02/06    sql server basico e avancado (impacta tecnologia) periodo 04/02/06 a 27/05/06    certificacao em ferramenta erp microsiga  metodologia de gestao (microsiga)    programacao advpl (microsiga) periodo 05/06/06 a 09/06/06    configurador protheus (microsiga) periodo 19/06/06 a 20/06/06    compilador protheus ""ide"" (microsiga) periodo 21/06/06 a 22/06/06    planejamento e gerencia de projetos com enfase no pmi (impacta tecnologia) periodo 10/11/07 a 16/12/07    subversion - ferramenta open-source de controle de versao (companyweb) periodo 17/10/2009 a 24/10/2009. ",subversion - ferramenta open-source de controle de versao (companyweb) periodo 17/10/2009 a 24/10/2009,2009-10-24,,,,pmi (impacta tecnologia) periodo,,2009-10-17,,,,unknown
cv43100.xml, departamento de pessoal.  nocoes de direito do trabalho.  informatica basica.  contabilidade e matematica financeira.  excelencia no atendimento.,excelencia no atendimento,,,,,informatica basica,,,,,,unknown
cv43521.xml,certificada scrummaster - scrum alliance -10/2015 certificada em itil v2/v3 foundation e cobit foundation- 2011 ,certificada em itil v2/v3 foundation e cobit foundation- 2011,,,2011,2015-10,certificada em itil v2/v3 foundation e cobit foundation,,,,,,unknown
cv41112.xml,eduardo pires  arquitetura de software ano: 2018 carga horaria: 24hs.  lgroup  ddd - domain driven development ano: 2017 carga horaria: 40hs.  lgroup  padroes de projeto ano: 2016 carga horaria: 40hs.  kasolution  - developing windows azure and web services  visual studio 2012 ano: 2015  carga horaria: 40hs.  green treinamento  - developing asp.net mvc 4 web applications ano: 2014  carga horaria: 40hs.  andre baltieri criando dominios ricos com ddd  solid e unit tests  minicurso semana si (usp leste) curso: scrum carga horaria: 3 horas  impacta tecnologia asp.net com c#. ano do termino: 2011 40hs.  impacta tecnologia logica de programacao  dreenweaver cs3  flash cs3 e photoshop cs3 e ano do termino: 2008 40hs.  certificacao: 480- programacao em html5 com javascript e css3. ,certificacao: 480- programacao em html5 com javascript e css3,,,2008,,impacta tecnologia,,,,,,unknown
cv42564.xml,* ms-dos/windows/ access/word/excel - microsoft * informatica de gerencial - senac/df,informatica de gerencial - senac/df,,,,,senac,,,,,,unknown
cv45219.xml,"evento preparatorio para o iii psicologia nas gerais - 4 hr - xi seminario integrativo "" politicas publicas  psicologia clinica e psicologia do trabalho"" - 12 hr - xiii  seminario integrativo "" essa e a nossa experiencia"" - 12hr - x seminario integrativo "" competencia  saberes e outras contrucoes do aprender.""-  20 hr - vi seminario de analise do comportamento - 8hr - reforma psiquiatrica: os desafios da nova politica para a saude mental - 8hr - ""a pratica da psicoterapia breve"" - 2hr","""a pratica da psicoterapia breve"" - 2hr",,,,,saberes,,,,,,unknown
cv45174.xml,(programas em portugol e java  edicao de planilhas e textos  suporte tecnico em hardware  software e redes) atitudes/caracteristicas de personalidade pontualidade flexibilidade disciplina ponderacao pre-disposicao para aprendizagem,pre-disposicao para aprendizagem,,,,,,,,,,,unknown
cv44364.xml,behavioral analyst - coaching assessment - instituto brasileiro de coaching - ibc professional and self coaching psc - instituto brasileiro de coaching - ibc hugo souza faria,hugo souza faria,,,,,instituto brasileiro de coaching,,,,,,unknown
cv45070.xml,  fundamento de gerenciamento projetos e preparatorio para pmp  projectlab  2017   designer thinking  modelo pm  2017   interpretacao nbr iso9001:2015  keyassociados  2017   gerenciamento agil de projetos de software com scrum  calleum  2015   cobit 5 foundation  kasolution  2014   ibm cognos 8  netparterns  2011   como gerenciar e acompanhar projetos com msproject  bakos  2010   operador de mercado financeiro  escola de negocios saint paul  2008   academia do java  global code  2005 ,academia do java  global code  2005,,,2005,,academia do java,,,,2015,,unknown
cv43247.xml, machine learning e data science com python - cursando - udemy  curso completo php profissional - cursando - udemy  pacote office - avancado  banco de dados mysql- intermediario  redes- basico  java - basico  linux - intermediario  aplicacao web - basico,aplicacao web - basico,,,,,pacote office,,,,,,unknown
