id,licenseorcertification_description,licenseorcertification_effectivedate_firstissueddate_anydate,licenseorcertification_effectivedate_firstissueddate_year,licenseorcertification_effectivedate_firstissueddate_yearmonth,licenseorcertification_effectivedate_validfrom_year,licenseorcertification_effectivedate_validfrom_yearmonth,licenseorcertification_effectivedate_validto_stringdate,licenseorcertification_effectivedate_validto_year,licenseorcertification_effectivedate_validto_yearmonth,licenseorcertification_id,licenseorcertification_name
cv42934.xml,certification; found in certifications,,,,,,,,,19,codeigniter
cv42934.xml,certification; found in certifications,,,,,,,,,20,typescript web responsive webapp key shot
cv42934.xml,certification; found in certifications,,,,,,,,,21,laravel mix
cv42934.xml,certification; found in certifications,,,,,,,,,22,design patterns outras linguagens
cv42934.xml,certification; found in certifications,,,,,,,,,23,composer java motion graphics redes sociais / api / sdk streaming (audio e video)
cv42934.xml,certification; found in certifications,,,,,,,,,24,wordpress sql
cv42934.xml,certification; found in certifications,,,,,,,,,25,premiere pagseguro ffmpeg
cv42934.xml,certification; found in certifications,,,,,,,,,26,nginx after effect paypal sdk live streaming
cv42934.xml,certification; found in certifications,,,,,,,,,27,node js
cv42934.xml,certification; found in certifications,,,,,,,,,28,apache final cut pro facebook sdk webtv / webcast
cv42934.xml,certification; found in certifications,,,,,,,,,29,illustrator google api training / events
cv42934.xml,certification; found in certifications,,,,,,,,,30,shell scripts
cv42934.xml,certification; found in certifications,,,,,,,,,31,photoshop melt
cv42934.xml,certification; found in certifications,,,,,,,,,32,motion effects
cv42934.xml,certification; found in certifications,,,,,,,,,33,cloud & server
cv42934.xml,certification; found in certifications,,,,,,,,,34,aws so & tools
cv42934.xml,certification; found in certifications,,,,,,,,,35,ide e outros softwares sistemas operacionais sistemas e aplicacoes
cv42934.xml,certification; found in certifications,,,,,,,,,36,linux
cv42934.xml,certification; found in certifications,,,,,,,,,37,firebase git vs code windows 10 charts
cv42934.xml,certification; found in certifications,,,,,,,,,38,redis atom mac os reports
cv42934.xml,certification; found in certifications,,,,,,,,,39,digital ocean
cv42934.xml,certification; found in certifications,,,,,,,,,40,vagrant phpstorm ubuntu dashboard's
cv42934.xml,certification; found in certifications,,,,,,,,,41,heroku postman sublime text debian api restfull
cv42934.xml,certification; found in certifications,,,,,,,,,42,android studio
cv42934.xml,certification; found in certifications,,,,,,,,,43,eclipse
cv42934.xml,certification; found in certifications,,,,,,,,,44,redes sociais facebook.com/sergiointernet linkedin.com/in/sergiointernet github.com/sergiocardoso
cv44038.xml,certification; matched to list,,,,,,,,,1,pmp
cv44038.xml,certification; matched to list,,,,,,,,,2,itil v3
cv44824.xml,certification; found in certifications; matched to list,,,,,,,,,1,project management professional
cv44824.xml,certification; found in certifications; matched to list,,,,,,,,,2,pmp
cv44824.xml,certification; matched to list,,,,,,,,,3,ccna
cv44824.xml,certification; found in certifications,,,2018-04,,,,,,,psm - professional scrum master - scrum.org
cv43518.xml,certification; found in certifications,,,,,,,,,1,psd i (professional scrum developer i)
cv43518.xml,certification; found in certifications,,,,,,,,,2,psm i (professional scrum master i)
cv43518.xml,certification; found in certifications,,,,,,,,,3,cobit 5 (apmg internacional)
cv44466.xml,certification; matched to list,,,,,,,,,1,foundation certificate in it service management
cv44466.xml,certification; matched to list,,,,,,,,,2,foundation certificate
cv44466.xml,certification; matched to list,,,,,,,,,3,certificate in it service management
cv44466.xml,certification; matched to list,,,,,,,,,4,certificate in it
cv43414.xml,certification; matched to list,,,,,,,,,1,pmp
cv41770.xml,certification,,,,,,,,,1,scrum fundamentals certified
cv43521.xml,certification; matched to list,,,,,,,,,1,pmp
cv43432.xml,certification; found in certifications,,,,,,,,,1,certified scrum master (csm) - scrum alliance id: 735479
cv43432.xml,certified scrum master (csm) - scrum alliance id: 735479,,,,,,,,,1,(csm)
cv43432.xml,certified scrum master (csm) - scrum alliance id: 735479,,,,,,,,,1,certified scrum master
cv43432.xml,certification; matched to list,,,,,,,,,4,mct
cv45070.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv45070.xml,certification; found in certifications; matched to list,,,,,,,,,2,project management professional
cv45070.xml,certification; found in certifications,,2015,,,,,,,,itil foundation v3 exin
cv45070.xml,certification; found in certifications,,2008,,,,,,,,rational unified process rup 7.0
cv45070.xml,certification; found in certifications,,2008,,,,,,,,rational requirement management use case
cv42843.xml,certification; matched to list,,,,,,,,,1,scjp
cv43069.xml,certification; found in certifications,,,,,,,,,1,ca technologies: ca clarity ppm v13.x business analyst
cv43069.xml,certification; found in certifications,,,,,,,,,2,ca technologies: ca clarity ppm v13.x professional
cv43980.xml,certification; matched to list,,,,,,,,,1,itil v3
cv42396.xml,certification; matched to list,,,,,,,,,1,mcad
cv45789.xml,certification; matched to list,,,,,,,,,1,cisco certified network associate
cv45789.xml,certification; matched to list,,,,,,,,,2,cisco certified network
cv45789.xml,certification; matched to list,,,,,,,,,3,cisco certified
cv45789.xml,certification; matched to list,,,,,,,,,4,certified network associate
cv45789.xml,certification; matched to list,,,,,,,,,5,aruba certified mobility professional
cv45789.xml,certification,,,,,,,,,6,hcna-hntd
cv45789.xml,certification,,,,,,,,,7,nse4- certificate number
cv45580.xml,certification; matched to list,,,,,,,,,1,oracle certified associate
cv45580.xml,certification; matched to list,,,,,,,,,2,oracle certified
cv45580.xml,certification; matched to list,,,,,,,,,3,certified associate
cv45580.xml,https://cursos.alura.com.br/user/thauroo/career/desenvolvedor-java-web-spring/certificate https://cursos.alura.com.br/user/thauroo/career/certificacao-java/certificate https://cursos.alura.com.br/user/thauroo/career/desenvolvedor-javascript/certificate https://cursos.alura.com.br/user/thauroo/career/desenvolvedor-java-web-enterprise/certificate https://cursos.alura.com.br/user/thauroo/career/desenvolvedor-java-junior-web/certificate https://cursos.alura.com.br/user/thauroo/career/iniciando-com-sql-e-mysql/certificate https://cursos.alura.com.br/user/thauroo/career/desenvolvedor-front-end/certificate,,,,,,,,,4,certificate
cv43999.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv43999.xml,certification; found in certifications; matched to list,,,,,,,,,2,cfps
cv43999.xml,certification; found in certifications; matched to list,,,,,,,,,3,project management professional
cv43999.xml,certification; found in certifications; matched to list,,,,,,,,,4,certified function point specialist
cv45529.xml,certification; matched to list,,,,,,,,,1,certified scrum master
cv45529.xml,certification; matched to list,,,,,,,,,2,certified tester
cv41873.xml,certification; matched to list,,,,,,,,,1,oracle certified professional
cv41873.xml,certification; matched to list,,,,,,,,,2,oracle certified
cv43994.xml,certification; matched to list,,,,,,,,,1,pmp
cv45522.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv45522.xml,certification; found in certifications; matched to list,,,,,,,,,2,project management professional
cv45522.xml,certification; found in certifications,,,,,,,,,3,scrum fundamentals certified
cv45522.xml,certification; found in certifications,,,2015-03,,,,,,,project management institute (pmi) sob numero: 1798270
cv45522.xml,certification; found in certifications,,,,,,,,,5,certificacao professional scrum master i - psm i
cv45522.xml,certification; found in certifications,,,2017-08,,,,,,,scrum.org
cv45522.xml,certification; found in certifications,,,2017-08,,,,,,,scrum study sob numero: 589475
cv45522.xml,certification; found in certifications,,,,,,,,,8,pos-graduacao/especializacao em gerencia de projetos de software
cv45522.xml,certification; found in certifications,,,,,,,,,9,pontificia universidade catolica - puc/rj
cv45522.xml,certification; found in certifications,,,,,,,,,10,bacharel em sistemas de informacao
cv45522.xml,certification; found in certifications,,,,,,,,,11,universidade estacio de sa/rj
cv45595.xml,certification; found in certifications,,,,,,,,,1,pmi - scrum master - sharepoint - itil
cv39527.xml,certification; matched to list,,,,,,,,,1,mcsd
cv45106.xml,certification; matched to list,,,,,,,,,1,itil foundation certificate
cv45106.xml,certification; matched to list,,,,,,,,,2,foundation certificate
cv45106.xml,certification; matched to list,,,,,,,,,3,itil foundation certified
cv45106.xml,certification; matched to list,,,,,,,,,4,foundation certified
cv43986.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv43986.xml,certification; found in certifications,,,,,,,,,2,cobit
cv43986.xml,certification; found in certifications,,,,,,,,,3,iso/iec 20000
cv43986.xml,certification; found in certifications,,,,,,,,,4,iso/iec 27002
cv43986.xml,certification; found in certifications,,,,,,,,,5,scrum
cv43986.xml,certification; found in certifications,,,,,,,,,6,green it citizen
cv43986.xml,certification; found in certifications,,,,,,,,,7,itil
cv43986.xml,certification; found in certifications,,,,,,,,,8,ctfl
cv43986.xml,certification; found in certifications,,,,,,,,,9,em level 1 (certificacao engagement management level 1 - empresa capgemini)
cv44286.xml,certification; found in certifications,,,2012-06,,,,,,,mps.br - implementador dos processos para certificacao nivel f
cv44286.xml,certification; matched to list,,,,,,,,,2,pmp
cv43718.xml,certification; matched to list,,,,,,,,,1,rn
cv44002.xml,certification; matched to list,,,,,,,,,1,pmp
cv44517.xml,certification; found in certifications,,2017,,,,,,,,certificacao de campuseiro campus party brasilia       com 25 horas de conteudo
cv44517.xml,certification; found in certifications,,,,,,,,,2,sobre os temas ciencia  criatividade  empreendedorismo e inovacao
cv44517.xml,certification; found in certifications,,,,,,,,,3,pretensao de exercer a funcao com profissionalismo  respeito  competencia e aplicar em base de
cv44517.xml,certification; found in certifications,,,,,,,,,4,minhas  experiencias  e  meu  aprendizado  em  um  emprego  que  me  agregue  novos  conhecimentos  e  me
cv44517.xml,certification; found in certifications,,,,,,,,,5,possibilite um crescimento profissional e pessoal
cv43575.xml,certification; found in certifications,,,,,,,,,1,itil foundation - no 6183612.20734577
cv43575.xml,certification; found in certifications,,,,,,,,,2,psm i - professional scrum master i (scrum.org)
cv43575.xml,psm i - professional scrum master i (scrum.org),,,,,,,,,2,(scrum.org)
cv43575.xml,psm i - professional scrum master i (scrum.org),,,,,,,,,2,psm i - professional scrum master i
cv43575.xml,certification; found in certifications,,,,,,,,,5,pspo i - professional scrum product owner i (scrum.org)
cv43575.xml,pspo i - professional scrum product owner i (scrum.org),,,,,,,,,5,(scrum.org)
cv43575.xml,pspo i - professional scrum product owner i (scrum.org),,,,,,,,,5,pspo i - professional scrum product owner i
cv43575.xml,certification; found in certifications,,,,,,,,,8,asf - exin agile scrum foundation  - no 6183612.308976897
cv43498.xml,certification; found in certifications; matched to list,,,,,,,,,1,certified scrum master
cv43498.xml,certification; found in certifications,,,,,,,,,2,certified sun-solaris systems administration 7
cv43498.xml,certification; found in certifications,,2016,,,,,,,,master coach - formacao em master coach
cv43381.xml,certification; matched to list,,,,,,,,,1,certified scrum master
cv43381.xml,certification,,,,,,,,,2,scrum certified product owner
cv45034.xml,certification; matched to list,,,,,,,,,1,certified scrum master
cv45034.xml,certification; matched to list,,,,,,,,,2,certified associate
cv43643.xml,certification; found in certifications,,,,,,,,,1,certificacao alta disponibilidade  linbit - drbd  replicacao de discos em sistema linux
cv43643.xml,certification; found in certifications,,,,,,,,,2,postgres associate - enterprisedb
cv43643.xml,certification; found in certifications,,,,,,,,,3,postgres professional - enterprisedb
cv43643.xml,certification; found in certifications,,,,,,,,,4,rh254 - redhat system administration iii
cv43643.xml,certification; found in certifications,,,,,,,,,5,administracao do sql server 2005
cv43643.xml,certification; found in certifications,,,,,,,,,6,oca oracle 11g
cv43643.xml,certification; found in certifications,,,,,,,,,7,pl/sql oracle 11g
cv43643.xml,certification; found in certifications,,,,,,,,,8,tibero
cv43643.xml,certification; found in certifications,,,,,,,,,9,anexos
cv43643.xml,certification; found in certifications,,,,,,,,,10,os anexos poderao ser solicitados durante a entrevista
cv42650.xml,certification; matched to list,,,,,,,,,1,oracle certified associate
cv42650.xml,certification; matched to list,,,,,,,,,2,oracle certified
cv42650.xml,certification; matched to list,,,,,,,,,3,certified associate
cv43325.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv43325.xml,certification; found in certifications; matched to list,,,,,,,,,2,project management professional
cv43325.xml,certification; found in certifications; matched to list,,,,,,,,,3,certified scrummaster
cv43325.xml,certification; matched to list,,,,,,,,,4,rn
cv43325.xml,certification; found in certifications,,,,,,,,,5,itil fundation v3
cv43325.xml,certification; found in certifications,,,,,,,,,6,voluntariados
cv43325.xml,certification; found in certifications,,,,,,,,,7,rotary club brasilia international: comissao de administracao
cv43325.xml,certification; found in certifications,,,,,,,,,8,pmi-df: diretoria de comunicacao
cv43325.xml,certification; found in certifications,,,,,,,,,9,tre-df: supervisora de transmissao eleitoral
cv45932.xml,certification; found in certifications; matched to list,,,,,,,,,1,mcp
cv45932.xml,certification; found in certifications,,,,,,,,,2,certificacao linux lpic i
cv45932.xml,certification; found in certifications,,,,,,,,,3,certificacao microsoft  mcitp windows server 2012 - em andamento
cv34194.xml,certification; matched to list,,,,,,,,,1,oracle certified professional
cv34194.xml,certification; matched to list,,,,,,,,,2,oracle certified
cv44170.xml,certification; matched to list,,,,,,,,,1,pmp
cv44170.xml,certification; found in certifications,,2015,,,,,,,,exin agile scrum
cv44170.xml,certification; found in certifications,,,2014-02,,,,,,,itil foundation
cv44170.xml,certification; found in certifications,,2014,,,,,,,,cobit 4.1
cv44170.xml,certification; found in certifications,,,2014-03,,,,,,,itsm foundation based on iso/iec 20000
cv44170.xml,certification; found in certifications,,,,,,,,,6,information security foundation based on iso/iec 27001/2 (03/2014)
cv44170.xml,information security foundation based on iso/iec 27001/2 (03/2014),,,,,,,,,6,(03/2014)
cv44170.xml,information security foundation based on iso/iec 27001/2 (03/2014),,,,,,,,,6,information security foundation based on iso/iec 27001/2
cv44195.xml,certification; matched to list,,,,,,,,,1,pmp
cv45018.xml,certification; matched to list,,,,,,,,,1,mcsa
cv45018.xml,certification; matched to list,,,,,,,,,2,pmp
cv44235.xml,certification; found in certifications,,,,,,,,,1,cmmi  2 e 3 (cadastrado na sei) e scrum study-sfc
cv44235.xml,certification; found in certifications,,,,,,,,,2,habilidade de comunicacao  negociacao  resolucao de conflitos e liderar equipes multidisciplinares
cv44235.xml,certification; found in certifications,,,,,,,,,3,atuacao em area de treinamento e palestras scrum e pmi (curso fechado). tambem atuei em empresa de testes
cv44235.xml,certification; found in certifications,,,,,,,,,4,conhecimento em seguros em projetos: auto  garantia estendida  resseguro  pld e salvados
cv44235.xml,certification; found in certifications,,,,,,,,,5,conhecimentos em varejo: financeiro  meios de pagamentos (cartoes)  vendas e logistica
cv44235.xml,conhecimentos em varejo: financeiro  meios de pagamentos (cartoes)  vendas e logistica,,,,,,,,,5,(cartoes)
cv44235.xml,conhecimentos em varejo: financeiro  meios de pagamentos (cartoes)  vendas e logistica,,,,,,,,,5,conhecimentos em varejo: financeiro  meios de pagamentos
cv44235.xml,certification; found in certifications,,,,,,,,,8,3. principais  resultados  de trabalhos  realizados
cv44235.xml,certification; found in certifications,,,,,,,,,9,assumi  projeto na bradesco seguros do rio  com 3 semanas de atraso. foi entregue e recebimento de mais 4
cv44235.xml,certification; found in certifications,,,,,,,,,10,reestruturei e coordenei service desk com 23 sistemas criticos
cv44235.xml,certification; found in certifications,,,,,,,,,11,atuei como resource coordinator  realocando recursos  evitando demissoes e aumento dos custos
cv44235.xml,certification; found in certifications,,,,,,,,,12,participei e liderei sistema de integralizacao de vendas (sp) com fabricas (gravatai/manaus/miami)
cv44235.xml,participei e liderei sistema de integralizacao de vendas (sp) com fabricas (gravatai/manaus/miami),,,,,,,,,12,(sp)
cv44235.xml,participei e liderei sistema de integralizacao de vendas (sp) com fabricas (gravatai/manaus/miami),,,,,,,,,12,participei e liderei sistema de integralizacao de vendas
cv44235.xml,certification; found in certifications,,,,,,,,,15,participei de melhorias consideraveis no sistema de tef e homologuei junto a mastercard de st. louis
cv44235.xml,certification; found in certifications,,,,,,,,,16,coordenei sistema de anuidades de cartoes  reduzindo o tempo de processamento e implantado em 7 meses
cv43028.xml,certification; matched to list,,,,,,,,,1,itil v3
cv43028.xml,certification; matched to list,,,,,,,,,2,ccna
cv43028.xml,certification; found in certifications,,,,,,,,,3,scrum fundamentals certified
cv43028.xml,certification; found in certifications,,,,,,,,,4,lean six sigma yellow belt
cv2567.xml,certification; matched to list,,,,,,,,,1,certified tester
cv43397.xml,certification; found in certifications,,,,,,,,,1,0017- ibm maximo foundations of tivoli process automation engine v7.0
cv43397.xml,certification; found in certifications,,,,,,,,,2,0015- ibm maximo asset management v 7.1 implementation v.7.0
cv43397.xml,certification; found in certifications,,,,,,,,,3,0839- rup- rational unified process v7.0
cv43397.xml,certification; found in certifications,,,,,,,,,4,csm - scrum master (scrum alliance)
cv44198.xml,certification; found in certifications,,,,,,,,,1,tecnicas de redacao e comunicacao objetiva (hold)
cv44198.xml,tecnicas de redacao e comunicacao objetiva (hold),,,,,,,,,1,(hold)
cv44198.xml,tecnicas de redacao e comunicacao objetiva (hold),,,,,,,,,1,tecnicas de redacao e comunicacao objetiva
cv44198.xml,certification; found in certifications,,,,,,,,,4,conducao de equipes (siti)
cv44198.xml,conducao de equipes (siti),,,,,,,,,4,(siti)
cv44198.xml,conducao de equipes (siti),,,,,,,,,4,conducao de equipes
cv44198.xml,certification; found in certifications,,,,,,,,,7,scrum (pmg academy)  gestao de projetos (veduca)
cv44198.xml,certification; found in certifications,,,,,,,,,8,metodologia de sistemas bpm e v-model (andersen consulting)
cv44198.xml,certification; found in certifications,,,,,,,,,9,analise essencial com modelagem de dados (hts)
cv44198.xml,analise essencial com modelagem de dados (hts),,,,,,,,,9,(hts)
cv44198.xml,analise essencial com modelagem de dados (hts),,,,,,,,,9,analise essencial com modelagem de dados
cv44198.xml,certification; found in certifications,,,,,,,,,12,levantamento de dados com jad (hold)  uml - unified modeling language (accenture)
cv44198.xml,levantamento de dados com jad (hold)  uml - unified modeling language (accenture),,,,,,,,,12,(hold)
cv44198.xml,levantamento de dados com jad (hold)  uml - unified modeling language (accenture),,,,,,,,,12,levantamento de dados com jad
cv44198.xml,certification; found in certifications,,,,,,,,,15,cics/db2 (procwork)  cobol (faap)  banco de dados (unisys)
cv44198.xml,cics/db2 (procwork)  cobol (faap)  banco de dados (unisys),,,,,,,,,15,(procwork)
cv44198.xml,cics/db2 (procwork)  cobol (faap)  banco de dados (unisys),,,,,,,,,15,cics/db2
cv44198.xml,certification; found in certifications,,,,,,,,,18,oracle fundamentos e programacao: sql e pl/sql (oracle)
cv44198.xml,oracle fundamentos e programacao: sql e pl/sql (oracle),,,,,,,,,18,(oracle)
cv44198.xml,oracle fundamentos e programacao: sql e pl/sql (oracle),,,,,,,,,18,oracle fundamentos e programacao: sql e pl/sql
cv44198.xml,certification; found in certifications,,,,,,,,,21,web application using ms visual interdev 6 (microsoft)  mastering web site fundamentals (microsoft)
cv44198.xml,web application using ms visual interdev 6 (microsoft)  mastering web site fundamentals (microsoft),,,,,,,,,21,(microsoft)
cv44198.xml,web application using ms visual interdev 6 (microsoft)  mastering web site fundamentals (microsoft),,,,,,,,,21,web application using ms visual interdev 6
cv41763.xml,certification; matched to list,,,,,,,,,1,itil v3
cv41763.xml,certification; matched to list,,,,,,,,,2,pmp
cv41763.xml,certification; matched to list,,,,,,,,,3,sun certified programmer
cv41763.xml,certification; matched to list,,,,,,,,,4,sun certified
cv41763.xml,certification; matched to list,,,,,,,,,5,certified programmer
cv44181.xml,certification; matched to list,,,,,,,,,1,pmp
cv45184.xml,certification,,,,,,,,,1,certified  professional  for  requirements  engineering
cv44203.xml,certification; matched to list,,,,,,,,,1,pmp
cv44203.xml,certification; matched to list,,,,,,,,,2,itil v3
cv44139.xml,certification; matched to list,,,,,,,,,1,itil v3
cv45818.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv45818.xml,certification; found in certifications; matched to list,,,,,,,,,2,certified specialist
cv45818.xml,certification; found in certifications; matched to list,,,,,,,,,3,itil v3
cv45818.xml,certification; found in certifications,,,,,,,,,4,certified solution designer
cv45818.xml,certification; found in certifications,,,,,,,,,5,certified specialist for rational requirements management with use cases
cv45818.xml,certification; found in certifications,,,2016-11,,,,,,,spo - scrum product owner
cv45818.xml,certification; found in certifications,,,2016-08,,,,,,,psm   - project scrum master i
cv45818.xml,certification; found in certifications,,,2012-09,,,,,,,object-oriented analysis and design - part 1 (analysis)
cv45818.xml,certification; found in certifications,,,2011-07,,,,,,,certificacao cobit 4.1
cv45818.xml,certification; found in certifications,,,2009-06,,,,,,,certificacao itil v1/v2 it service management
cv45818.xml,certification; found in certifications,,,,,,,,,11,badges
cv45818.xml,certification; found in certifications,,,,,2017-06,,,2017-07,,dez/2017 jun/2017 jul/2017 jul/2017
cv44331.xml,certification; matched to list,,,,,,,,,1,mcp
cv44331.xml,certification; matched to list,,,,,,,,,2,mcad
cv43369.xml,certification; matched to list,,,,,,,,,1,pmp
cv43369.xml,certification; matched to list,,,,,,,,,2,certificate in it service management
cv43369.xml,certification; matched to list,,,,,,,,,3,certificate in it
cv43369.xml,certification; matched to list,,,,,,,,,4,itil v3
cv43369.xml,certification,,,,,,,,,5,certified professional for requirements
cv45083.xml,certification; found in certifications; matched to list,,,,,,,,,1,certified tester
cv45083.xml,certification; found in certifications,,,,,,,,,2,certified tester foundation level
cv45083.xml,certification; found in certifications,,,,,,,,,3,scrum fundamentals certified
cv45083.xml,certification; found in certifications,,,,,,,,,4,principais competencias
cv45083.xml,certification; found in certifications,,,,,,,,,5,montagem e manutencao de suporte tecnico ao usuarios; conhecimentos de instrucoes
cv45083.xml,certification; found in certifications,,,,,,,,,6,computadores; sql
cv45083.xml,certification; found in certifications,,,,,,,,,7,experiencia na area de conhecimento e execucao nos  conhecimento nas ferramentas
cv45083.xml,certification; found in certifications,,,,,,,,,8,desenvolvimento de sistemas; tipos de testes: teste: testlink
cv45083.xml,certification; found in certifications,,,,,,,,,9,operacional  teste caixa branca  testes)  mantis
cv45083.xml,certification; found in certifications,,,,,,,,,10,teste caixa-preta
cv45083.xml,certification; found in certifications,,,,,,,,,11,de defeitos
cv44661.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp certified
cv44661.xml,certification; found in certifications; matched to list,,,,,,,,,2,pmp
cv44661.xml,certification; found in certifications; matched to list,,,,,,,,,3,project management professional
cv44661.xml,certification; found in certifications; matched to list,,,,,,,,,4,certified scrum master
cv44661.xml,certification; found in certifications; matched to list,,,,,,,,,5,itil v3
cv44661.xml,certification; found in certifications; matched to list,,,,,,,,,6,foundation certificate
cv44661.xml,certification; found in certifications,,,,,,,,,7,pmi-rmp certified
cv44661.xml,certification; found in certifications,,,,,,,,,8,certified scrum master (scrum alliance)
cv44661.xml,certification; found in certifications,,,,,,,,,9,certified scrum product owner (scrum alliance)
cv44661.xml,certification; found in certifications,,,,,,,,,10,itil v3 service expert certified
cv44661.xml,certification; found in certifications,,,,,,,,,11,cobit 5 foundation certificate (isaca)
cv44661.xml,cobit 5 foundation certificate (isaca),,,,,,,,,11,(isaca)
cv44661.xml,cobit 5 foundation certificate (isaca),,,,,,,,,11,cobit 5 foundation certificate
cv44661.xml,certification; found in certifications,,,,,,,,,14,mop pt (management of portfolio practitioner - axelos)
cv44661.xml,certification; found in certifications,,,,,,,,,15,safe 4.0 agilist (scale agile  inc.)
cv44661.xml,certification; found in certifications,,,,,,,,,16,capacitacoes tecnicas e gerenciais
cv44661.xml,certification; found in certifications,,,,,,,,,17,safe agilist (scale agile)
cv44661.xml,certification; found in certifications,,,,,,,,,18,metodos ageis (scrum alliance)
cv44661.xml,certification; found in certifications,,,,,,,,,19,gestao de portfolio (axelos)
cv44661.xml,gestao de portfolio (axelos),,,,,,,,,19,(axelos)
cv44661.xml,gestao de portfolio (axelos),,,,,,,,,19,gestao de portfolio
cv44661.xml,certification; found in certifications,,,,,,,,,22,gestao de projetos (pmi)
cv44661.xml,gestao de projetos (pmi),,,,,,,,,22,(pmi)
cv44661.xml,gestao de projetos (pmi),,,,,,,,,22,gestao de projetos
cv44661.xml,certification; found in certifications,,,,,,,,,25,gestao de servicos de ti (itil/itsmf)
cv44661.xml,gestao de servicos de ti (itil/itsmf),,,,,,,,,25,(itil/itsmf)
cv44661.xml,gestao de servicos de ti (itil/itsmf),,,,,,,,,25,gestao de servicos de ti
cv44661.xml,certification; found in certifications,,,,,,,,,28,greenbelt sixsigma (isd)
cv44661.xml,greenbelt sixsigma (isd),,,,,,,,,28,(isd)
cv44661.xml,greenbelt sixsigma (isd),,,,,,,,,28,greenbelt sixsigma
cv44661.xml,certification; found in certifications,,,,,,,,,31,cmmi (sei)
cv44661.xml,cmmi (sei),,,,,,,,,31,(sei)
cv44661.xml,cmmi (sei),,,,,,,,,31,cmmi
cv44661.xml,certification; found in certifications,,,,,,,,,34,resumo curricular
cv44661.xml,certification; found in certifications,,,,,,,,,35,longa experiencia em processos  projetos e consultoria de ti  no segmento de desenvolvimento de sistemas/software
cv44661.xml,certification; found in certifications,,,,,,,,,36,vasta experiencia em gestao de projetos de aplicacoes de ti (metodologias tradicionais e ageis)
cv44661.xml,certification; found in certifications,,,,,,,,,37,estruturacao de modelo de gestao de portfolio (define cycle)
cv44661.xml,certification; found in certifications,,,,,,,,,38,gestao de portfolio dentro de uma estrutura de governanca (pmo)
cv44661.xml,gestao de portfolio dentro de uma estrutura de governanca (pmo),,,,,,,,,38,(pmo)
cv44661.xml,gestao de portfolio dentro de uma estrutura de governanca (pmo),,,,,,,,,38,gestao de portfolio dentro de uma estrutura de governanca
cv44661.xml,certification; found in certifications,,,,,,,,,41,atuacao no suporte e acompanhamento da qualidade de gestao de projetos dentro de uma estrutura de pmo
cv44661.xml,certification; found in certifications,,,,,,,,,42,gerenciamento de projetos sap (metodologia asap)
cv44661.xml,certification; found in certifications,,,,,,,,,43,consultoria gerencial em implantacao e melhoria de processos de ti (modelo cmmi)
cv44661.xml,certification; found in certifications,,,,,,,,,44,avaliacoes oficionais cmmi (metodo scampi)
cv44661.xml,certification; found in certifications,,,,,,,,,45,diagnosticos de aderencia de processos de ti (modelos de referencia cmmi  pmbok e itil)
cv44661.xml,certification; found in certifications,,,,,,,,,46,gestao de servicos de outsourcing de ti (body shopping)
cv44661.xml,certification; found in certifications,,,,,,,,,47,elaboracao e apresentacao de propostas tecnicas e comerciais de servicos de ti
cv44661.xml,certification; found in certifications,,,,,,,,,48,areas de negocio e aplicacoes de ti
cv44661.xml,certification; found in certifications,,,,,,,,,49,area financeira: front-end e automacao de agencias de transacoes de conta corrente e poupanca  sistemas de tesouraria (produtos de derivativos  mercado futuros  e cenarios e custos de transacoes cdi)  sistema de pagamentos brasileiro (spb)  workflow de analise e concessao de credito  produtos de financiamento (cdc  leasing  consorcio e credito rural)  sistema de cobranca  sistema de titulos de capitalizacao  sistema de custodia de titulos  sistema de avaliacao de titulos de rendas fixa e variavel  sistemas de previdencia privada e seguro de vida
cv44661.xml,certification; found in certifications,,,,,,,,,50,area de saude: projetos criticos de demandas legais (ans)
cv44661.xml,area de saude: projetos criticos de demandas legais (ans),,,,,,,,,50,(ans)
cv44661.xml,area de saude: projetos criticos de demandas legais (ans),,,,,,,,,50,area de saude: projetos criticos de demandas legais
cv44661.xml,certification; found in certifications,,,,,,,,,53,area industrial: sap (erp r/3)
cv44661.xml,certification; found in certifications,,,,,,,,,54,area hospitalar: consultas e emissao de laudos de exames laboratoriais (internet/intranet)  e controle operacional de laboratorio
cv44661.xml,area hospitalar: consultas e emissao de laudos de exames laboratoriais (internet/intranet)  e controle operacional de laboratorio,,,,,,,,,54,(internet/intranet)
cv44661.xml,area hospitalar: consultas e emissao de laudos de exames laboratoriais (internet/intranet)  e controle operacional de laboratorio,,,,,,,,,54,area hospitalar: consultas e emissao de laudos de exames laboratoriais
cv44661.xml,certification; found in certifications,,,,,,,,,57,area publica: solucoes de aplicacoes moveis e web para servicos detran de 6 estados
cv45729.xml,certification; found in certifications; matched to list,,,,,,,,,1,cisco certified network associate
cv45729.xml,certification; found in certifications; matched to list,,,,,,,,,2,cisco certified network
cv45729.xml,certification; found in certifications; matched to list,,,,,,,,,3,cisco certified
