culture_country,culture_cultureinfo,culture_language,id
br,pt-br,pt,cv43004.xml
br,pt-br,pt,cv44796.xml
br,en-au,pt,cv45205.xml
br,pt-br,pt,cv44782.xml
br,pt-br,pt,cv42155.xml
br,en-au,pt,cv42178.xml
br,en-au,pt,cv42274.xml
br,pt-br,pt,cv40872.xml
br,en-au,pt,cv44822.xml
br,pt-br,pt,cv43028.xml
br,pt-br,pt,cv45481.xml
br,pt-br,pt,cv45086.xml
br,pt-br,pt,cv44246.xml
br,pt-br,pt,cv40508.xml
br,en-au,pt,cv44961.xml
br,en-au,pt,cv45294.xml
br,en-au,pt,cv42620.xml
br,en-au,pt,cv42263.xml
br,en-au,pt,cv42572.xml
br,pt-br,pt,cv45583.xml
br,en-au,pt,cv43369.xml
br,en-au,pt,cv45324.xml
br,pt-br,pt,cv45821.xml
br,en-au,pt,cv43158.xml
br,en-au,pt,cv45068.xml
br,pt-br,pt,cv45452.xml
br,pt-br,pt,cv45120.xml
br,en-au,pt,cv44367.xml
br,pt-br,pt,cv41853.xml
br,pt-br,pt,cv38677.xml
br,pt-br,pt,cv44169.xml
br,pt-br,pt,cv39657.xml
br,pt-br,pt,cv44753.xml
br,pt-br,pt,cv39636.xml
br,pt-br,pt,cv42191.xml
br,pt-br,pt,cv44237.xml
br,pt-br,pt,cv45874.xml
br,en-au,pt,cv45184.xml
br,pt-br,pt,cv44757.xml
br,pt-br,pt,cv43507.xml
br,pt-br,pt,cv42708.xml
br,en-au,pt,cv42907.xml
br,pt-br,pt,cv44739.xml
br,en-au,pt,cv43350.xml
br,en-au,pt,cv45322.xml
br,pt-br,pt,cv42584.xml
br,en-au,pt,cv42588.xml
br,pt-br,pt,cv41773.xml
br,en-au,pt,cv44091.xml
br,pt-br,pt,cv37384.xml
br,pt-br,pt,cv42808.xml
br,pt-br,pt,cv43408.xml
br,en-au,pt,cv43097.xml
br,pt-br,pt,cv45496.xml
br,pt-br,pt,cv44176.xml
br,en-au,pt,cv44118.xml
br,en-au,pt,cv43542.xml
br,pt-br,pt,cv44181.xml
br,en-au,pt,cv42505.xml
br,en-au,pt,cv45598.xml
br,en-au,pt,cv45301.xml
br,pt-br,pt,cv40121.xml
br,pt-br,pt,cv45701.xml
br,pt-br,en,cv39481.xml
br,en-au,pt,cv42444.xml
br,en-au,pt,cv44123.xml
br,en-au,pt,cv35152.xml
br,pt-br,pt,cv42405.xml
br,en-au,pt,cv42815.xml
br,pt-br,pt,cv44020.xml
br,pt-br,pt,cv44844.xml
br,en-au,pt,cv44974.xml
br,en-au,pt,cv45438.xml
br,en-au,pt,cv40063.xml
br,en-au,pt,cv44699.xml
br,en-au,pt,cv42226.xml
br,pt-br,pt,cv45154.xml
br,en-au,pt,cv41590.xml
br,pt-br,pt,cv39542.xml
br,en-au,pt,cv43071.xml
br,pt-br,pt,cv39469.xml
br,en-au,pt,cv45334.xml
br,en-au,pt,cv44578.xml
br,en-au,pt,cv44759.xml
br,pt-br,pt,cv41240.xml
br,pt-br,pt,cv44048.xml
br,pt-br,pt,cv44198.xml
br,pt-br,pt,cv45102.xml
br,en-au,pt,cv45564.xml
br,pt-br,pt,cv44236.xml
br,en-au,pt,cv44374.xml
br,pt-br,pt,cv42431.xml
br,pt-br,pt,cv42939.xml
br,pt-br,pt,cv45130.xml
br,en-au,pt,cv42396.xml
br,pt-br,pt,cv40561.xml
br,pt-br,pt,cv44643.xml
br,nl-nl,pt,cv44941.xml
br,en-au,pt,cv44617.xml
br,pt-br,pt,cv44247.xml
br,pt-br,pt,cv41790.xml
br,pt-br,pt,cv42519.xml
br,pt-br,pt,cv44170.xml
br,en-au,pt,cv45083.xml
br,pt-br,pt,cv44991.xml
br,pt-br,pt,cv41373.xml
br,en-au,pt,cv42707.xml
br,pt-br,pt,cv39509.xml
br,pt-br,pt,cv43632.xml
br,en-au,pt,cv40423.xml
br,en-au,pt,cv45697.xml
br,pt-br,pt,cv44431.xml
br,pt-br,en,cv39557.xml
br,pt-br,pt,cv42409.xml
br,en-au,pt,cv43336.xml
br,pt-br,pt,cv43150.xml
br,pt-br,pt,cv44060.xml
br,pt-br,pt,cv41411.xml
br,pt-br,pt,cv44532.xml
br,pt-br,pt,cv44994.xml
br,pt-br,pt,cv44331.xml
br,pt-br,pt,cv44189.xml
br,pt-br,pt,cv43260.xml
br,pt-br,pt,cv44402.xml
br,en-au,pt,cv42166.xml
br,pt-br,pt,cv45153.xml
br,en-au,pt,cv41718.xml
br,pt-br,pt,cv39631.xml
br,en-au,pt,cv43413.xml
br,pt-br,pt,cv43462.xml
br,en-au,pt,cv43176.xml
br,en-au,pt,cv44570.xml
br,en-au,pt,cv42223.xml
br,pt-br,pt,cv44764.xml
br,en-au,pt,cv42425.xml
br,pt-br,pt,cv41460.xml
br,en-au,pt,cv39942.xml
br,pt-br,pt,cv45230.xml
br,en-au,pt,cv44279.xml
br,en-au,pt,cv42983.xml
br,pt-br,pt,cv44260.xml
br,en-au,pt,cv42502.xml
br,pt-br,pt,cv44112.xml
br,en-au,pt,cv42945.xml
br,pt-br,pt,cv44783.xml
br,en-au,pt,cv42788.xml
br,pt-br,pt,cv43643.xml
br,pt-br,pt,cv45070.xml
br,pt-br,pt,cv44794.xml
br,pt-br,pt,cv43809.xml
br,pt-br,pt,cv44417.xml
br,pt-br,pt,cv45812.xml
br,en-au,pt,cv43043.xml
br,en-au,pt,cv42739.xml
br,pt-br,pt,cv42125.xml
br,pt-br,pt,cv42081.xml
br,pt-br,pt,cv45870.xml
br,pt-br,pt,cv43379.xml
br,en-au,pt,cv45456.xml
br,pt-br,pt,cv43201.xml
br,en-au,pt,cv43833.xml
br,en-au,pt,cv45448.xml
br,pt-br,pt,cv42700.xml
br,nl-nl,pt,cv44508.xml
br,pt-br,pt,cv43046.xml
br,en-au,pt,cv44990.xml
br,pt-br,pt,cv42668.xml
br,pt-br,pt,cv44873.xml
br,pt-br,pt,cv43586.xml
br,en-au,pt,cv44406.xml
br,pt-br,pt,cv45813.xml
br,en-au,pt,cv41785.xml
br,pt-br,pt,cv43999.xml
br,en-au,pt,cv44429.xml
br,pt-br,pt,cv44988.xml
br,en-au,pt,cv45499.xml
br,pt-br,pt,cv43243.xml
br,en-au,pt,cv44353.xml
br,pt-br,pt,cv42862.xml
br,en-au,pt,cv42975.xml
br,en-au,pt,cv42780.xml
br,en-au,pt,cv44313.xml
br,pt-br,pt,cv39656.xml
br,pt-br,pt,cv45199.xml
br,pt-br,pt,cv44924.xml
br,en-au,pt,cv45174.xml
br,pt-br,pt,cv43544.xml
br,pt-br,pt,cv45696.xml
br,pt-br,pt,cv43178.xml
br,en-au,pt,cv43325.xml
br,pt-br,pt,cv43430.xml
br,pt-br,en,cv42638.xml
br,en-au,pt,cv44343.xml
br,en-au,pt,cv43513.xml
br,en-in,pt,cv41977.xml
br,en-au,pt,cv44329.xml
br,pt-br,pt,cv43501.xml
br,en-au,pt,cv45383.xml
br,pt-br,pt,cv43053.xml
br,pt-br,pt,cv45380.xml
br,en-au,pt,cv43440.xml
br,pt-br,pt,cv42979.xml
br,en-au,pt,cv42951.xml
br,pt-br,pt,cv43447.xml
br,en-au,pt,cv43681.xml
br,en-au,pt,cv44290.xml
br,en-au,pt,cv42359.xml
br,pt-br,pt,cv43061.xml
br,en-au,pt,cv44319.xml
br,pt-br,pt,cv43662.xml
br,en-au,pt,cv43432.xml
br,pt-br,pt,cv43661.xml
br,pt-br,pt,cv44989.xml
br,pt-br,pt,cv45513.xml
br,en-au,pt,cv42131.xml
br,pt-br,pt,cv44195.xml
br,en-au,pt,cv45741.xml
br,en-au,pt,cv44477.xml
br,en-au,pt,cv42349.xml
br,pt-br,pt,cv44346.xml
br,pt-br,pt,cv44223.xml
br,pt-br,pt,cv43422.xml
br,en-au,pt,cv44122.xml
br,en-au,pt,cv44517.xml
br,en-au,pt,cv41974.xml
br,pt-br,pt,cv43521.xml
br,en-au,pt,cv42252.xml
br,pt-br,pt,cv42835.xml
br,en-au,pt,cv41763.xml
br,pt-br,pt,cv44383.xml
br,pt-br,pt,cv42498.xml
br,pt-br,pt,cv39652.xml
br,en-au,pt,cv45085.xml
br,pt-br,pt,cv44214.xml
br,pt-br,en,cv44225.xml
br,pt-br,pt,cv45669.xml
br,pt-br,pt,cv42264.xml
br,pt-br,pt,cv44869.xml
br,en-au,pt,cv43187.xml
br,pt-br,pt,cv42894.xml
br,en-au,pt,cv44001.xml
br,pt-br,pt,cv43316.xml
br,pt-br,pt,cv39452.xml
br,pt-br,pt,cv44960.xml
br,pt-br,pt,cv44629.xml
br,pt-br,pt,cv43222.xml
br,pt-br,pt,cv39960.xml
br,pt-br,pt,cv43248.xml
br,pt-br,pt,cv44074.xml
br,en-au,pt,cv44361.xml
br,pt-br,pt,cv45207.xml
br,pt-br,pt,cv44171.xml
br,pt-br,pt,cv43893.xml
br,pt-br,pt,cv43985.xml
br,pt-br,pt,cv25629.xml
br,pt-br,pt,cv44442.xml
br,en-au,pt,cv43315.xml
br,pt-br,pt,cv45413.xml
br,en-au,pt,cv44113.xml
br,en-au,pt,cv44539.xml
br,pt-br,pt,cv39464.xml
br,pt-br,pt,cv39588.xml
br,pt-br,pt,cv45060.xml
br,en-au,pt,cv44538.xml
br,en-au,pt,cv42127.xml
br,pt-br,pt,cv45182.xml
br,pt-br,pt,cv44229.xml
br,pt-br,pt,cv43068.xml
br,pt-br,pt,cv45614.xml
br,pt-br,pt,cv42812.xml
br,en-au,pt,cv45319.xml
br,en-au,pt,cv45389.xml
br,pt-br,pt,cv44201.xml
br,en-au,pt,cv44256.xml
br,pt-br,pt,cv42358.xml
br,en-au,pt,cv45816.xml
br,en-au,pt,cv45552.xml
br,en-au,pt,cv42253.xml
br,en-au,pt,cv44471.xml
br,pt-br,pt,cv43529.xml
br,en-au,pt,cv43330.xml
br,en-au,pt,cv44510.xml
br,en-au,pt,cv39720.xml
br,en-au,pt,cv43653.xml
br,pt-br,pt,cv40326.xml
br,en-au,pt,cv44445.xml
br,pt-br,pt,cv44139.xml
br,en-au,pt,cv44082.xml
br,en-au,pt,cv42842.xml
br,en-au,pt,cv45954.xml
br,pt-br,pt,cv39587.xml
br,en-au,pt,cv43393.xml
br,pt-br,pt,cv41112.xml
br,en-au,pt,cv44318.xml
br,en-au,pt,cv42266.xml
br,pt-br,pt,cv40366.xml
br,pt-br,pt,cv42950.xml
br,pt-br,pt,cv43389.xml
br,pt-br,pt,cv44212.xml
br,pt-br,pt,cv45128.xml
br,nl-nl,pt,cv43989.xml
br,en-au,pt,cv45155.xml
br,en-au,pt,cv43169.xml
br,en-au,pt,cv43045.xml
br,pt-br,pt,cv43585.xml
br,en-au,pt,cv42634.xml
br,pt-br,pt,cv42354.xml
br,pt-br,pt,cv44276.xml
br,pt-br,pt,cv39639.xml
br,en-au,pt,cv39953.xml
br,pt-br,pt,cv45067.xml
br,pt-br,pt,cv39522.xml
br,pt-br,pt,cv20106.xml
br,en-au,pt,cv44821.xml
br,en-au,pt,cv44207.xml
br,pt-br,pt,cv42784.xml
br,pt-br,pt,cv43678.xml
br,en-au,pt,cv44485.xml
br,pt-br,pt,cv44467.xml
br,en-au,pt,cv43358.xml
br,en-au,pt,cv45572.xml
br,en-au,pt,cv43415.xml
br,pt-br,pt,cv44696.xml
br,en-au,pt,cv44506.xml
br,pt-br,pt,cv45729.xml
br,pt-br,pt,cv41833.xml
br,pt-br,pt,cv39565.xml
br,en-au,pt,cv43619.xml
br,pt-br,pt,cv44679.xml
