id,schoolorinstitution_degree_comments,schoolorinstitution_degree_datesofattendance_enddate_anydate,schoolorinstitution_degree_datesofattendance_enddate_stringdate,schoolorinstitution_degree_datesofattendance_enddate_year,schoolorinstitution_degree_datesofattendance_enddate_yearmonth,schoolorinstitution_degree_datesofattendance_startdate_anydate,schoolorinstitution_degree_datesofattendance_startdate_year,schoolorinstitution_degree_datesofattendance_startdate_yearmonth,schoolorinstitution_degree_degreedate_anydate,schoolorinstitution_degree_degreedate_year,schoolorinstitution_degree_degreedate_yearmonth,schoolorinstitution_degree_degreemajor_name,schoolorinstitution_degree_degreeminor_name,schoolorinstitution_degree_degreename,schoolorinstitution_degree_userarea_degreeuserarea_graduated,schoolorinstitution_degree_userarea_degreeuserarea_id,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreename,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreetype,schoolorinstitution_postaladdress_countrycode,schoolorinstitution_postaladdress_municipality,schoolorinstitution_postaladdress_region,schoolorinstitution_school_schoolname
cv44383.xml,curso superior - em andamento (3º semestre): ciência da comunicação  pela universidade católica de brasília,,,,,,,,,,,ciência da comunicação,,,,deg-1,,,,,,universidade católica de brasília
cv55006.xml,- pós-graduação (em andamento): gestão de projetos - wpos  brasília/df  dez/2018.  certificações:,,,,2018-12,notknown,,,,,,gestão de projetos,,pós-graduação,false,deg-2,masters,masters,,,,
cv55006.xml,graduação em processamento de dados pela união educacional de brasília (uneb)  brasília/df  2006.,,,2006,,notknown,,,,2006,,dados pela união educacional,,graduação em processamento de dados pela união educacional de brasília,,deg-1,bachelors,bachelors,br,brasília,df,união
cv20844.xml,uniceub  brasília - df. análise e desenvolvimento de sistemas   igti  brasília - df. mba - projetos de aplicações para dispositivos móveis  áreas de conhecimento padrões de tecnologia*  • corba ; enterprise java beans,,,,,,,,,,,projetos de aplicações para dispositivos móveis,tecnologia,mba,,deg-1,mba,mba,br,brasília,df,uniceub
cv20844.xml,; java server faces ; mvc ; struts ; jdbc ; java naming and directory interface (jndi) ; java remote method invocation (rmi) ; java server page ; uml (unified modeling language  linguagem de programação* • dhtml ; html ; java ; pl/sql ; css (cascading style sheets) ; sql ; unix shell scripting ; xml ; xsl ; awk ; idl,,,,,,,,,,,,,,,deg-2,,,,,,faces
cv43974.xml,•   mba em gestão empresarial com ênfase em estratégia - fundação getúlio vargas (concluído em novembro de 2016).,,,,2016-11,notknown,,,,,2016-11,ênfase,,mba,true,deg-1,mba,mba,,,,fundação getúlio vargas
cv43974.xml,"•   pós graduado - teste de software ""lato sensu"" - centro universitário unieuro (concluído em abril de 2010).",,,,2010-04,notknown,,,,,2010-04,,,,true,deg-2,,,,,,centro universitário unieuro
cv43974.xml,•   graduado  - tecnologia  em  segurança da  informação   - instituto científico  de  ensino superior e pesquisa - unicesp - (concluído em dezembro de 2007). cursos   •   preparatório para certificação pmp - carga horária: 52 horas.,,,,2007-12,notknown,,,,,2007-12,,,pmp,true,deg-3,pmp,certification,,,,instituto científico  de  ensino
cv51882.xml,centro universitário padre anchieta - sp. psicologia ensino superior completo facsenac,,,,,,,,,,,facsenac,,ensino superior,true,deg-1,ensino superior,some college,br,anchieta,sp,centro universitário padre anchieta
cv51882.xml,pós-graduação em gestão de pessoas concluído,,,,,,,,,,,gestão de pessoas,,pós-graduação em gestão de pessoas,true,deg-2,masters,masters,,,,
cv44924.xml,ensino médio - completo - 2016 centro de ensino médio 01 do gama,,,2016,,notknown,,,,2016,,,,ensino médio,true,deg-1,ensino médio,high school or equivalent,,,,centro de ensino médio
cv44924.xml,ensino superior - 3º semestre - ciência da computação unip - universidade paulista,,,,,,,,,,,ciência da computação,,ensino superior,,deg-2,ensino superior,some college,,,,unip - universidade paulista
cv47781.xml,situação: ensino superior completo curso: sistemas de informação instituição: universidade federal de goiás-ufg duração: 4 anos conclusão: 2012/2,,,2012,,,2012,,,2012,,curso,,ensino superior,true,deg-1,ensino superior,some college,,,,universidade federal de goiás-ufg
cv43517.xml,01/09-12/11 tecnologia em processamento de dados  uniban.,,,,2011-12,,,2009-01,,,2011-12,tecnologia,,,,deg-1,,,,,,uniban
cv48105.xml,centro de pós-graduação lato-sensu,,,,,,,,,,,lato-sensu,,pós-graduação,,deg-1,masters,masters,,,,centro universitário unieuro  centro de pós
cv48105.xml,mba em teste de software,,,,,,,,,,,software,,mba,,deg-2,mba,mba,,,,
cv44171.xml,2006/2011 - concluído - ensino superior tecnológico em informática com ênfase em gestão de negócios na faculdade de tecnologia de jundiaí.,,,2011,,,2006,,,2011,,gestão,,ensino superior,true,deg-1,ensino superior,some college,,,,tecnológico em informática
cv53850.xml,janeiro  de 2011 -dezembro  de 2013  brasília                                        centro universitário de brasília uniceub / superior                                                                                 ​                                       janeiro  de 2015 -dezembro  de 2018  brasília                                       bacharelado em ciência da computação   oitavo semestre  período,,,,2013-12,,,2011-01,,,,ciência da computação,,bacharelado em ciência da computação,false,deg-1,bachelors,bachelors,br,brasília,,centro universitário de brasília uniceub / superior
cv38068.xml,curso superior bacharel em sistema de informação. duração (3060hs) concluída. (unidesc)-centro universitário de desenvolvimento do centro oeste,,,,,,,,,,,duração,,bacharel em sistema de informação,true,deg-1,bachelors,bachelors,,,,unidesc
cv52538.xml,pós-graduação em neuropsicologia clínica- instituto brasiliense de análise do comportamento ibac (cursando- conclusão em dez/2018),,,,2018-12,notknown,,,,,,,,pós-graduação,false,deg-1,masters,masters,,,,neuropsicologia clínica- instituto brasiliense de análise do comportamento ibac
cv52538.xml,graduação de bacharel em psicologia - centro universitário iesb/ jun/2016   • idioma/cursos  inglês - nível intermediário - cil de brasília curso: informática - pacote office 2010 (excel  word  power point),,,,2016-06,notknown,,,,,2016-06,psicologia,,graduação de bacharel em psicologia,,deg-2,bachelors,bachelors,,,,centro universitário iesb
cv52538.xml,semana da luta antimonicomial da unb - ano 2013,,,2013,,notknown,,,,2013,,,,,,deg-3,,,,,,semana da luta antimonicomial da unb
cv47198.xml,- ensino superior (faculdade de psicologia) - cursando. - universidade católica de brasília - termino: 12/2020.,,,,2020-12,notknown,,,,,,,,ensino superior,false,deg-2,ensino superior,some college,,,,faculdade de psicologia
cv47198.xml,ensino médio completo - escola de educação básica e profissional fundação bradesco,,,,,,,,,,,,,ensino médio completo,true,deg-1,ensino médio completo,high school or equivalent,,,,escola de educação básica e profissional fundação bradesco
cv42700.xml,● analise e desenvolvimento de sistemas - unicsul  conclusão prevista 2018.,,,2018,,notknown,,,,,,,,,false,deg-1,,,,,,unicsul
cv47784.xml,superior completo em tecnologia em analise e desenvolvimento de sistemas  uniderp concluído em 2006. espanhol: leitura básica  escrita básica  conversação básica. inglês: leitura avançada  escrita avançada  conversação intermediária.,,,2006,,notknown,,,,2006,,tecnologia,,,true,deg-1,,,,,,uniderp
cv44279.xml,/ formação acadêmica  curso: certificação scrum master - csm nível: certificação situação: concluído conclusão: 04/2016 instituição: scrum alliance  curso: mba em engenharia de software com ênfase em projeto,,,,2016-04,notknown,,,,,2016-04,ênfase,,mba,true,deg-1,mba,mba,,,,scrum alliance
cv44279.xml,nível: especialização situação: concluído conclusão: 12/2006 instituição: união pioneira de integração social - brasília-df  curso: tecnologia em processamento de dados,,,,2006-12,notknown,,,,,2006-12,situação,,,true,deg-2,,,br,brasília,df,união pioneira de integração social
cv44279.xml,nível: superior situação: concluído conclusão: 12/2003 instituição: união pioneira de integração social - brasília-df  idioma idioma: inglês entende: básico fala: básico ler/escreve: intermediário,,,,2003-12,notknown,,,,,2003-12,,,,true,deg-3,,,br,brasília,df,união pioneira de integração social
cv54026.xml,curso técnico administrativo  escola técnica de ceilândia. (dezembro de 2010) - concluído,,,,2010-12,notknown,,,,,2010-12,,,,true,deg-2,,high school or equivalent,,,,escola técnica de ceilândia
cv54026.xml,formação graduação em psicologia  centro universitário iesb (9° semestre ) - cursando,,,,,,,,,,,psicologia,,graduação em psicologia,false,deg-1,bachelors,bachelors,,,,centro universitário iesb
cv44319.xml,superior em andamento   5°semestre ciencias da computação   universidade católica de brasília,,,,,,,,,,,,,,,deg-1,,,,,,universidade católica de brasília
cv42880.xml,❖ ensino superior  gestão em recursos humanos/uniplan,,,,,,,,,,,,,ensino superior,,deg-1,ensino superior,some college,,,,gestão em recursos humanos/uniplan
cv42880.xml,❖  mba em psicologia organizacional ❖ mba em gestão de pessoas ❖ cursando - mba em finanças e controladoria,,,,,,,,,,,gestão de pessoas,,mba,false,deg-2,mba,mba,,,,
cv38500.xml,upis bacharel  sistemas de informação  2003 - 2008,,,2008,,,2003,,,2008,,sistemas de informação,,bacharel,,deg-1,bachelors,bachelors,,,,upis
cv38500.xml,unicerto 2003 - 2004,,,2004,,,2003,,,2004,,,,,,deg-2,,,,,,unicerto
cv41677.xml,inglês - concluído em 2016 centro interescolar de línguas - cil 7º semestre / ciências da computação - cursando.,,,2016,,notknown,,,,,,ciências da computação,,,false,deg-3,,,,,,centro interescolar de línguas
cv41677.xml,téc. análise e desenvolvimento de sistemas - concluído em 2015 instituto federal de brasília - ifb,,,2015,,notknown,,,,2015,,,,,true,deg-1,,,,,,instituto federal de brasília
cv41677.xml,técnico em redes de computadores - concluído em 2015 instituto de ensino superior de brasília - iesb,,,2015,,notknown,,,,2015,,,,ensino superior,true,deg-2,ensino superior,some college,,,,iesb
cv41677.xml,instituto de ensino superior de brasília - iesb.,,,,,,,,,,,,,ensino superior,,deg-4,ensino superior,some college,,,,iesb
cv42396.xml,sistemas de informação - universidade federal fluminense,,,,,,,,,,,,,,,deg-1,,,,,,universidade federal fluminense
cv51908.xml,❖ ensino médio cursando,,,,,,,,,,,,,ensino médio,false,deg-1,ensino médio,some high school or equivalent,,,,
cv45529.xml,• análise de sistemas e desenvolvimento de sistemas unip - sorocaba - jun/2012,,,,2012-06,notknown,,,,,2012-06,,,,,deg-1,,,br,sorocaba,,unip
cv43994.xml,unb - universidade de brasília  - pós-graduado em inteligência organizacional e competitiva em sistemas de informação,,,,,,,,,,,,,,,deg-1,,,,,,unb - universidade de brasília
cv43994.xml,faculdades alvorada   - bacharel em sistemas de informações   certificados profissionais idiomas,,,,,,,,,,,certificados profissionais,,bacharel em sistemas de informações,,deg-2,bachelors,bachelors,,,,faculdades alvorada
cv43942.xml,processamento de dados com ênfase em oracle / sap - faculdade de informática e administração paulistana - fiap - 2000,,,2000,,notknown,,,,2000,,,,,,deg-1,,,,,,faculdade de informática e administração paulistana - fiap
cv52252.xml,•  faculdades icesp pós-graduação  sistema de informação aplicado a web  2007 - 2008,,,2008,,,2007,,,2008,,sistema de informação aplicado,,pós-graduação,,deg-1,masters,masters,,,,faculdades icesp
cv52252.xml,•  faculdades icesp pós-graduação  orientação objeto  2006 - 2007,,,2007,,,2006,,,2007,,orientação objeto,,pós-graduação,,deg-2,masters,masters,,,,faculdades icesp
cv52252.xml,•  unip - universidade paulista graduação  ciência da computação  2001 - 2005,,,2005,,,2001,,,2005,,ciência da computação,,graduação,,deg-3,bachelors,bachelors,,,,unip - universidade paulista
cv52252.xml,•  fundação educacional 2 grau  técnico em contabilidade  1995,,,1995,,notknown,,,,1995,,técnico,,,,deg-4,,,,,,fundação educacional
cv48356.xml,•  2º grau do ensino médio - e.e.p.s.g. cel. joão gomes martins.,,,,,,,,,,,e.e.p.s.g. cel. joão gomes martins,,ensino médio,,deg-1,ensino médio,high school or equivalent,,,,
cv48356.xml,•  bacharelado em sistemas de informação na faculdade de informática de presidente prudente (fipp).,,,,,,,,,,,sistemas de informação,,bacharelado em sistemas de informação,,deg-2,bachelors,bachelors,,,,faculdade de informática de presidente
cv48356.xml,•  pós-graduação - desenvolvimento de aplicações multiplataformas (java e .net)  na faculdade de informática de presidente prudente (fipp).,,,,,,,,,,,desenvolvimento de aplicações multiplataformas,,pós-graduação,,deg-3,masters,masters,,,,faculdade de informática de presidente prudente
cv44330.xml,cursando engenharia da computação  - 2º período centro universitário iesb,,,,,,,,,,,engenharia da computação,,,false,deg-1,,,,,,centro universitário iesb
cv51576.xml,universidade anhembi morumbi mba  gestão de empresas  2016 - 2017,,,2017,,,2016,,,2017,,gestão de empresas,,mba,,deg-1,mba,mba,,,,universidade anhembi morumbi
cv51576.xml,universidade guarulhos graduação  administração  2006 - 2010,,,2010,,,2006,,,2010,,administração,,graduação,,deg-2,bachelors,bachelors,,,,universidade guarulhos
cv51576.xml,faculdades drummond graduação  sistemas de informação  2004 - 2005,,,2005,,,2004,,,2005,,sistemas de informação,,graduação,,deg-3,bachelors,bachelors,,,,faculdades drummond
cv51576.xml,centro universitário senac técnico  tecnico em telecomunicacoes  2003 - 2003,,,2003,,,2003,,,2003,,,,,,deg-4,,,,,,centro universitário senac
cv42847.xml,ensino médio completo - (2011) ensino superior completo - bacharel em psicologia - centro universitário iesb. concluído em  2°/2017.,,,2011,,notknown,,,,2011,,psicologia,,ensino médio completo,true,deg-1,ensino médio completo,high school or equivalent,,,,centro universitário iesb
cv42847.xml,"mba em psicologia organizacional e gestão de pessoas - unip (cursando).  informações adicionais: conhecimentos: inglês básico ; curso de digitação ; excel intermediário ; word ; internet ; power point. cnh: ""b""  possuo veículo automotivo.",,,,,,,,,,,psicologia organizacional e gestão de pessoas,automotivo,mba,false,deg-2,mba,mba,,,,unip
cv44510.xml,psicologia - iesb (instituto de educação superior de brasília) cursando 6º semestre - noturno (ceilândia),,,,,,,,,,,psicologia,,,false,deg-1,,,,,,iesb (instituto de educação superior de brasília)
cv52311.xml,bacharelado em psicologia. uninorte – conclusão em 2017  especializando em psicologia organizacional e processo de gestão. uninorte,,,2017,,notknown,,,,2017,,psicologia,,bacharelado em psicologia,,deg-1,bachelors,bachelors,,,,uninorte
cv51109.xml,mba executivo em psicologia positiva e desenvolvimento humano ipog - instituto de pós-graduação - brasília - df fevereiro/2016 a dezembro/2017  especialização em docência para educação profissional,,,,2017-12,,,2016-02,,,2017-12,executivo,,mba,,deg-2,mba,mba,br,brasília,df,ipog - instituto de pós
cv51109.xml,universidade da pensilvânia - via coursera junho a agosto/2017,,,,2017-08,,,2017-06,,,2017-08,,,,,deg-6,,,,,,universidade da pensilvânia
cv51109.xml,mestrado em psicologia social  do trabalho e das organizações foco de pesquisa: mudança organizacional universidade de brasília - brasília - df maio/2015,,,,2015-05,notknown,,,,,2015-05,psicologia social  do trabalho e das organizações,,mestrado em psicologia social  do trabalho e das organizações,,deg-1,mestrado em psicologia social do trabalho e das organizações,masters,br,brasília,df,universidade de brasília
cv51109.xml,senac - brasília - df janeiro/2013  mba em administração de recursos humanos,,,,2013-01,notknown,,,,,2013-01,administração de recursos humanos,,mba,,deg-3,mba,mba,br,brasília,df,senac
cv51109.xml,senac - brasília - df dezembro/2011  gestão estratégica de recursos humanos,,,,2011-12,notknown,,,,,2011-12,gestão estratégica de recursos humanos,,,,deg-7,,,br,brasília,df,formação em docência universitária  senac
cv51109.xml,fgv - fundação getúlio vargas - rio de janeiro - rj janeiro/2009,,,,2009-01,notknown,,,,,2009-01,,,,,deg-8,,,br,rio de janeiro,rj,fgv - fundação getúlio vargas
cv51109.xml,fgv - fundação getúlio vargas - brasília - df abril/2003  graduação em psicologia (licenciatura e grau de psicólogo),,,,2003-04,notknown,,,,,2003-04,psicologia,,graduação em psicologia,,deg-4,bachelors,bachelors,br,brasília,df,fgv - fundação getúlio vargas
cv51109.xml,uniceub - brasília - df agosto/1997   cursos de extensão acadêmica  fundamentos da psicologia positiva,,,,1997-08,notknown,,,,,1997-08,fundamentos da psicologia positiva,,,,deg-5,,,br,brasília,df,uniceub
cv43325.xml,mba gestão de projetos - foco pmi - udf conclusão: 07/2014,,,,2014-07,notknown,,,,,2014-07,gestão de projetos,,mba,,deg-1,mba,mba,,,,udf
cv43325.xml,bacharel em sistemas de informação - facitec conclusão: 12/2010,,,,2010-12,notknown,,,,,2010-12,sistemas de informação,,bacharel em sistemas de informação,,deg-2,bachelors,bachelors,,,,facitec
cv34194.xml,•  bacharel em sistemas de informação (2012). facnet - anhanguera.,,,2012,,notknown,,,,2012,,sistemas de informação,,bacharel em sistemas de informação,,deg-1,bachelors,bachelors,,,,facnet - anhanguera
cv34194.xml,•  pós graduação - desenvolvimento de sistemas para web (falta certificado). facnet - anhanguera.,,,,,,,,,,,desenvolvimento de sistemas para web,,pós graduação,,deg-2,bachelors,bachelors,,,,facnet - anhanguera
cv50205.xml,unítalo - centro universitário ítalo brasileiro. graduação  tecnologia da informação  2004 - 2007,,,2007,,,2004,,,2007,,tecnologia da informação,,graduação,,deg-1,bachelors,bachelors,,,,centro universitário ítalo brasileiro
cv51606.xml,* nível superior cursando - psicologia 10º noturno - iesb * pós graduação -  psicanálise,,,,,,,,,,,psicanálise,,pós graduação,false,deg-1,bachelors,bachelors,,,,iesb
cv48029.xml,graduação em sistema de informação.  conclusão: dezembro de 2019.,,,,2019-12,notknown,,,,,,sistema de informação,,graduação em sistema de informação,false,deg-1,bachelors,bachelors,,,,
cv54185.xml,tecnólogo em gestão de recursos humanos - iesb,,,,,,,,,,,tecnólogo,,,,deg-1,,,,,,iesb
cv45334.xml,graduação: psicologia - universidade paulista unip - 12/2017,,,,2017-12,notknown,,,,,2017-12,psicologia,,graduação,,deg-1,bachelors,bachelors,,,,universidade paulista unip
cv48555.xml,•  pós-graduação - mba em gestão de projetos uni anhanguera 2013,,,2013,,notknown,,,,2013,,gestão de projetos,,mba,,deg-1,mba,mba,,,,
cv48555.xml,•  graduação - sistema da informação uninove - sp 2009  certificados •  csm® - certificado scrummaster - scrum alliance  •  cpre-fl® certificado profissional para engenharia de requisitos - ibqts,,,2009,,notknown,,,,2009,,sistema da informação,,graduação,,deg-2,bachelors,bachelors,,,,uninove
cv51693.xml,.  fs investment and microservices solution - cursando . data scientist program  oracle - in company 2017,,,2017,,notknown,,,,,,,,,false,deg-1,,,,,,fs investment
cv51693.xml,. insight manager - ibm business school - harvard usa  2008,,,2008,,notknown,,,,2008,,,,,,deg-2,,,,,,ibm business school - harvard usa
cv48205.xml,certificação ctfl (certified tester foundation level) - instituição: bstqb,,,,,,,,,,,,,certified tester,,deg-1,certified tester,certification,,,,bstqb
cv51692.xml,umc-universidde de mogi das cruzes superior  administração de empresas  2002 - 2006,,,2006,,,2002,,,2006,,administração de empresas,,,,deg-1,,,,,,umc
cv51692.xml,universidade de mogi das cruzes pos  gestão empresarial  2002 - 2006,,,2006,,,2002,,,2006,,gestão empresarial,,,,deg-2,,,,,,universidade de mogi das cruzes
cv41853.xml,jul/02 - jun/06 universidade católica de brasília bacharel em sistemas de informação,,,,2006-06,,,2002-07,,,2006-06,sistemas de informação,,bacharel em sistemas de informação,,deg-1,bachelors,bachelors,,,,universidade católica de brasília
cv2567.xml,•   graduação em análise e desenvolvimento de sistemas. uniceub,,,,,,,,,,,desenvolvimento de sistemas,,graduação em análise e desenvolvimento de sistemas,,deg-1,bachelors,bachelors,,,,uniceub
cv56549.xml,3o grau em ciência da computação instituição: universidade do vale do paraíba - univap cidade: são josé dos campos - sp término: 1999,,,1999,,notknown,,,,1999,,ciência da computação,,,,deg-1,,,br,são josé dos campos,sp,universidade do vale do paraíba - univap
cv48027.xml,• ensino superior ◦ universidade paulista (unip) - ciência da computação  conclusão em 2015 ;,,,2015,,notknown,,,,2015,,ciência da computação,,ensino superior,,deg-1,ensino superior,some college,,,,universidade paulista (unip)
cv48027.xml,• pós-graduação ◦ faculdade estácio - administração de banco de dados - cursando 2º semestre.,,,,,,,,,,,administração de banco,,pós-graduação,false,deg-2,masters,masters,,,,faculdade estácio
cv44320.xml,•   técnico em informática - etb - escola técnica de brasília - concluído em 2015   •   ensino médio - ced 104 recanto das emas - brasília - df,,,2015,,notknown,,,,2015,,,,ensino médio,true,deg-1,ensino médio,high school or equivalent,br,brasília,df,escola técnica de brasília
cv44320.xml,concluído em 2014   •   sistemas de informação - estácio facitec cursando,,,2014,,notknown,,,,,,,,,false,deg-2,,,,,,estácio facitec
cv51575.xml,universidade metodista de são paulo pós graduação  gestão empresarial  2013 - 2015,,,2015,,,2013,,,2015,,gestão empresarial,,pós graduação,,deg-1,bachelors,bachelors,br,são paulo,,universidade metodista de são paulo
cv51575.xml,universidade metodista de são paulo gestão rh  abc  2009 - 2010,,,2010,,,2009,,,2010,,gestão rh,,,,deg-2,,,br,são paulo,,universidade metodista de são paulo
cv51575.xml,universidade são marcos 1996 - 2000,,,2000,,,1996,,,2000,,,,,,deg-3,,,,,,universidade são marcos
cv53807.xml,• psicologia  no centro universitário do distrito federal- udf. 9º semestre (noturno) - previsão de término em 06/2019.,,,,2019-06,notknown,,,,,,psicologia,,,false,deg-1,,,,,,centro universitário do distrito federal- udf
cv55173.xml,(fapro) - conclusão em 2013,,,2013,,notknown,,,,2013,,,,,,deg-2,,,,,,fapro
cv55173.xml,•   inglês avançado - centro interescolar de línguas de taguatinga - conclusão em 2011,,,2011,,notknown,,,,2011,,,,,,deg-3,,,,,,centro interescolar de línguas de taguatinga
cv55173.xml,•   comunicação social - publicidade e propaganda - faculdade projeção,,,,,,,,,,,social,,,,deg-1,,,,,,faculdade projeção
cv43369.xml,áreas de atuação agile coach |  scrum master | analista de requisitos sênior especialista em processos de negócios bi  o&m  bpm  bpmn | itil.,,,,,,,,,,,o&m,,especialista em processos de negócios bi,,deg-1,especialista em processos de negócios bi,bachelors,,,,
cv44881.xml,mba executivo em administração: gestão da tecnologia da informação  - previsão de conclusão em 07/2018 fgv - fundação getúlio vargas,,,,2018-07,notknown,,,,,,executivo,,mba,false,deg-1,mba,mba,,,,fgv - fundação getúlio vargas
cv44881.xml,pós-graduação em sistemas de informação  - concluído em 08/2012 fgf - faculdade integrada da grande fortaleza,,,,2012-08,notknown,,,,,2012-08,sistemas de informação,,pós-graduação em sistemas de informação,true,deg-2,masters,masters,,,,fgf - faculdade integrada da grande fortaleza
cv44881.xml,graduação em engenharia de computação  - concluído em 07/2008 uniceub - centro universitário de brasília,,,,2008-07,notknown,,,,,2008-07,engenharia de computação,,graduação em engenharia de computação,true,deg-3,bachelors,bachelors,,,,uniceub - centro universitário de brasília
cv44112.xml,graduação: tecnologia em análise e desenvolvimento de sistema instituição: universidade brasileira de são paulo - (uniban) curso: concluído   principais objetivos profissionais: analista de sistemas .net pleno  conhecimentos técnicos: ferramentas de desenvolvimento: visual studio 2010  2012  2013  2015. visual studi code.  tecnologias de desenvolvimento c#  ef  migration  linq  angular 2  js  jquery  html 5  css 3.  gerenciamento de projetos kanban  scrum  bancos de dados microsoft sql server (2008  2012  2014).,,,2012,,,2008,,,2012,,tecnologia,,graduação,true,deg-1,bachelors,bachelors,br,são paulo,,universidade brasileira de são paulo - (uniban)
cv43619.xml,bacharel em sistemas de informação   - universidade católica de brasília. conclusão: junho/2016.,,,,2016-06,notknown,,,,,2016-06,sistemas de informação,,bacharel em sistemas de informação,,deg-1,bachelors,bachelors,,,,universidade católica de brasília
cv6499.xml,igti estratégia em arquitetura de software  ciências da computação e informática 2014 - 2015 centro universitário de brasília ciência da computação  ciências da computação e informática,,,2015,,,2014,,,2015,,estratégia,,,,deg-1,,,,,,centro universitário de brasília
cv55786.xml,bacharel em sistema de informação pós graduado - mba em gestão de ti no serviço público,,,,,,,,,,,pós graduado,,mba,,deg-1,mba,mba,,,,
cv44225.xml,bachelor of computer science - fmu - brazil: january 2011 - december 2016,,,,2016-12,,,2011-01,,,2016-12,computer science,,bachelor of computer science,,deg-1,bachelors,bachelors,,,,fmu
cv24173.xml,• curso técnico em análise e desenvolvimento de sistemas - senac (cursando),,,,,,,,,,,,,,false,deg-1,,,,,,senac
cv24173.xml,• graduação tecnologia em análise e desenvolvimento de sistemas - udf (cursando),,,,,,,,,,,tecnologia,,graduação,false,deg-2,bachelors,bachelors,,,,udf
cv47579.xml,ensino superior completo: centro universitário anhanguera de são paulo. curso: comunicação social: habilitação em design digital. período de formação: 2008/2011.,,,2011,,,2008,,,2011,,social,,ensino superior,true,deg-1,ensino superior,some college,br,são paulo,,centro universitário anhanguera de são paulo
cv21807.xml,iesb pos graduada  gerenciamento de projetos  2012 - 2013,,,2013,,,2012,,,2013,,,,,,deg-1,,,,,,iesb
cv21807.xml,faculdade michelangelo   superior completo  analista de sistemas  2004 - 2008,,,2008,,,2004,,,2008,,,,,true,deg-2,,,,,,faculdade michelangelo
cv38615.xml,centro universitário de brasília specialization  analysis and systems development.  2011 - 2012,,,2012,,,2011,,,2012,,analysis and systems development,,,,deg-1,,,,,,centro universitário de brasília
cv38615.xml,centro universitário de brasília graduation  systems analysis  2007 - 2010 cdi - politec,,,2010,,,2007,,,2010,,,,,,deg-2,,,,,,centro universitário de brasília
cv51585.xml,fundação getulio vargas   mba em gestão estratégica e econômica de negócios  administração de empresas  2011 - 2013 abemd,,,2013,,,2011,,,2013,,administração de empresas,,mba,,deg-1,mba,mba,,,,fundação getulio vargas
cv51585.xml,especialização em marketing direto  marketing direto  2007 - 2008 fundação armando álvares penteado,,,2008,,,2007,,,2008,,marketing direto,,,,deg-2,,,,,,fundação armando álvares penteado
cv51581.xml,universidade paulista / unip tecnologia em gestão comercial  information technology  2006 - 2008,,,2008,,,2006,,,2008,,tecnologia,,,,deg-1,,,,,,universidade paulista / unip
cv48646.xml,mba gestão estratégica em tecnologia da informação  inpg - interrompida 2010.,,,2010,,notknown,,,,2010,,gestão estratégica,tecnologia,mba,,deg-2,mba,mba,,,,inpg
cv48646.xml,mba em gestão segurança da informação  upis - interrompida 2006.,,,2006,,notknown,,,,2006,,gestão segurança da informação,,mba,,deg-3,mba,mba,,,,upis
cv48646.xml,• escolaridade tecnólogo  em processamento  dados - ucb-df  • pós-graduação - especialização,,,,,,,,,,,,,df,,deg-1,doctorate,doctorate,,,,ucb
cv53023.xml,acadêmica ensino superior completo em cst em análise e desenvolvimento de sistemas - faculdade anhanguera - unidade 01 - joinville sc.,,,2001,,notknown,,,,2001,,cst,,ensino superior,true,deg-1,ensino superior,some college,us,joinville,sc,faculdade anhanguera
cv51684.xml,universidade são judas tadeu administração  gestão de recursos humanos  2006 - 2008,,,2008,,,2006,,,2008,,administração  gestão,,,,deg-1,,,,,,universidade são judas tadeu
cv51684.xml,universidade metodista de são paulo publicidade e propaganda  1986 - 1991,,,1991,,,1986,,,1991,,publicidade e propaganda,,,,deg-2,,,br,são paulo,,universidade metodista de são paulo
cv47614.xml,ensino superior  análise e desenvolvimento de sistemas - metrocamp. 2014-2017,,,2017,,,2014,,,2017,,desenvolvimento de sistemas,,ensino superior,,deg-1,ensino superior,some college,,,,metrocamp
cv52102.xml,•   palestra com fábio coelho  ceo do google brasil - faculdade estácio de sá - ano 2017                               •   uml: uma introdução à modelagem - 8 horas - alura 12/2017,,,,2017-12,,2017,,,,2017-12,,,,,deg-3,,,,,,google brasil - faculdade estácio de sá
cv52102.xml,•   curso de métricas para desenvolvedores ministrado na cast informática. ano:2011 complementares                              •   curso de inglês em open english ano: 2012,,,2012,,,2011,,,2012,,curso de inglês,,,,deg-2,,,,,,desenvolvedores ministrado
cv52102.xml,nível superior completo pós graduação em andamento curso: tecnologia em análise e desenvolvimento de sistemas curso: engenharia de software lato sensu instituição: faculdade pitágoras instituição: faculdade estácio de sá treinamentos,,,,,,,,,,,curso,engenharia,pós graduação em andamento,true,deg-1,bachelors,bachelors,,,,faculdade pitágoras
cv20075.xml,.   mestrado em gestão do conhecimento e da tecnologia da informação  católica  2015 ;,,,2015,,notknown,,,,2015,,católica,,mestrado em gestão do conhecimento e da tecnologia da informação,,deg-1,mestrado em gestão do conhecimento e da tecnologia da informação,masters,,,,
cv20075.xml,.   mba em gestão executiva em ti  twa conhecer  2001 ;,,,2001,,notknown,,,,2001,,twa conhecer,,mba,,deg-3,mba,mba,,,,
